	Barretts_12_EGAF00000525202	Barretts_19_EGAF00000530863	Barretts_6_EGAF00000560127	Barretts_22_EGAF00000525458	Barretts_23_EGAF00000501983	Barretts_15_EGAF00000525456	Barretts_21_EGAF00000560126	Barretts_5_EGAF00000525462	Barretts_2_EGAF00000525461	Barretts_20_EGAF00000560125	Barretts_4_EGAF00000525457	Barretts_11_EGAF00000586502	Barretts_17_EGAF00000525463	Barretts_13_EGAF00000525459	Barretts_3_EGAF00000560128	Barretts_8_EGAF00000525460	Barretts_7_EGAF00000501982	Barretts_18_EGAF00000560130	Barretts_10_EGAF00000530875	Barretts_16_EGAF00000525464	Barretts_9_EGAF00000525201	Barretts_1_EGAF00000501981	Barretts_14_EGAF00000560129
G001458415	23866.0	0	39520.0	73169.0	0	106640.0	45280.0	76073.0	66207.0	36862.0	67985.0	32556.0	77486.0	52135.0	44744.0	68856.0	0	47161.0	16604.0	62328.0	34271.0	0	33503.0
G001458435	29462.0	0	49314.0	97143.0	0	141376.0	56511.0	101126.0	87690.0	45823.0	89983.0	40333.0	102818.0	68904.0	55617.0	90958.0	0	58613.0	20264.0	82544.0	42364.0	0	41563.0
G001458475	3.0	0	2.0	6.0	0	31.0	1.0	7.0	4.0	1.0	5.0	4.0	5.0	3.0	1.0	5.0	0	1.0	3.0	4.0	4.0	0	2.0
G001463885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001464045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001464125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001464165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001464735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001465295	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001466725	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001467825	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001468395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001469845	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001471555	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001475745	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001475935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001476195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001476695	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001476815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001477055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001477625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001481375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G001482195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001482365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001482385	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001482405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001483765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001483845	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001483865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001484065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001484605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001484935	0	1.0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0
G001484985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001485495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001485645	20.0	0	75.0	368.0	1.0	252.0	47.0	163.0	13.0	52.0	27.0	2.0	37.0	39.0	29.0	22.0	1.0	1.0	6.0	22.0	100.0	2.0	12.0
G001486445	18.0	0	66.0	33.0	1.0	19.0	40.0	16.0	13.0	47.0	24.0	2.0	34.0	33.0	25.0	20.0	0	1.0	5.0	21.0	91.0	2.0	11.0
G001487105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001487125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001499755	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0
G001499855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001499915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001500315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001509795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001513285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001514435	0	1.0	0	0	1.0	1005.0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	1.0	0	0	1.0	0
G001514455	1.0	0	1.0	3.0	0	6.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	0	2.0	0	1.0	1.0	1.0	1.0	0	0
G001515305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001515525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001518815	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0
G001535965	5.0	0	18.0	6.0	0	5.0	11.0	2.0	48.0	11.0	76.0	1.0	131.0	147.0	6.0	79.0	0	0	3.0	97.0	20.0	0	3.0
G001536025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0
G001536045	5.0	0	18.0	11.0	0	5.0	11.0	5.0	4.0	13.0	7.0	1.0	9.0	8.0	7.0	7.0	0	0	1.0	7.0	26.0	1.0	3.0
G001536065	8.0	0	22.0	13.0	0	7.0	16.0	6.0	5.0	17.0	10.0	1.0	17.0	17.0	7.0	8.0	0	0	1.0	8.0	29.0	1.0	3.0
G001536125	0	0	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	2.0	17.0	0
G001536145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001536205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001542405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001542565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001542775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001543265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G001543285	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001543345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001543385	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001543405	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001543875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001544555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001546115	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001546135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001548015	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0
G001548075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552295	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G001552435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552515	8.0	0	388.0	16.0	1.0	10.0	270.0	5.0	8.0	299.0	10.0	1.0	15.0	15.0	150.0	13.0	0	0	3.0	9.0	41.0	1.0	67.0
G001552615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001553215	0	90.0	0	0	108.0	9683.0	11.0	0	7.0	0	0	0	0	2.0	8.0	3.0	145.0	22.0	183.0	34.0	2.0	30.0	0
G001553285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001553335	3.0	0	0	6.0	3.0	570.0	0	0	0	0	0	2.0	0	0	1.0	0	8.0	0	17.0	0	0	4.0	0
G001553545	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G001553935	2.0	1.0	0	11.0	3.0	26.0	1.0	2.0	2.0	0	1.0	0	0	4.0	9.0	0	5.0	3.0	18.0	0	1.0	36.0	0
G001553955	0	0	0	0	4.0	0	0	0	2.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0
G001556105	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	2.0	0	0	0	0
G001558415	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0
G001558695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001558935	36.0	0	17.0	59.0	0	100.0	19.0	68.0	58.0	15.0	61.0	49.0	67.0	46.0	19.0	60.0	0	21.0	24.0	56.0	56.0	0	18.0
G001559795	1.0	0	0	1.0	0	2.0	0	1.0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0
G001562055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001562845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001565895	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001570425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571285	74.0	0	36.0	118.0	0	180.0	41.0	132.0	107.0	34.0	106.0	86.0	125.0	76.0	40.0	112.0	0	38.0	51.0	93.0	104.0	0	32.0
G001571305	1.0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	1.0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	0	0
G001571365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001572725	2.0	0	1.0	3.0	0	13.0	1.0	4.0	2.0	1.0	3.0	3.0	3.0	2.0	0	2.0	0	1.0	1.0	2.0	2.0	0	1.0
G001575095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001578105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001578645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001579845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001579945	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G001580195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001580365	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001583415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001584185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001586165	22.0	0	15.0	55.0	0	90.0	18.0	65.0	50.0	14.0	54.0	34.0	55.0	42.0	18.0	54.0	0	14.0	19.0	54.0	42.0	0	12.0
G001586195	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001586215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G001586735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001587475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001587505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G001592125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001592185	0	0	0	0	1.0	32.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0
G001592855	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0
G001594145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001594265	0	0	0	0	0	177.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	7.0	1.0	0	0
G001596135	8.0	0	3.0	5.0	0	7.0	4.0	5.0	6.0	2.0	5.0	3.0	9.0	4.0	2.0	4.0	0	3.0	7.0	5.0	7.0	0	2.0
G001597285	0	3.0	0	0	0	0	0	0	2.0	0	1.0	1.0	0	0	0	0	0	0	0	3.0	0	0	0
G001598035	0	0	0	0	0	19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001598255	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G001598375	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G001598535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001598915	0	0	0	0	8.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G001598935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001602535	1.0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	1.0	1.0	0	1.0	0	0	1.0	0	0	0	0
G001602545	1.0	0	0	2.0	0	2.0	3.0	1.0	1.0	0	1.0	2.0	2.0	2.0	1.0	1.0	0	1.0	0	1.0	1.0	0	0
G001602605	1.0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	0	1.0
G001603565	1.0	0	1.0	0	0	1.0	0	1.0	1.0	0	1.0	1.0	0	1.0	0	0	0	1.0	0	1.0	1.0	0	0
G001604445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001605965	0	0	0	0	0	5.0	0	1.0	1.0	0	0	0	3.0	1.0	2.0	0	0	0	0	1.0	0	0	0
G001606005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001606025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001610955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001610975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001611555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001611775	0	1.0	0	3.0	0	126.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G001612575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001612765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001617355	1.0	0	0	1.0	0	1.0	0	1.0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0
G001618685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001618885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001619695	1.0	0	0	2.0	0	4.0	1.0	4.0	1.0	0	3.0	1.0	3.0	1.0	0	3.0	0	1.0	1.0	1.0	2.0	0	0
G001620305	0	0	0	0	0	7.0	0	2.0	0	0	1.0	0	0	2.0	0	0	0	0	0	2.0	0	0	2.0
G001620325	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G001626975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001626995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001627135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001629475	0	0	0	0	0	22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001630765	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	3.0	0	0	0	0	0	0	0	0
G001632305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001632805	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G001636145	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001636615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G001638255	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001639025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001640365	0	0	0	1.0	0	2.0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0
G001641285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001641695	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	0	1.0	1.0
G001642875	17.0	0	5.0	12.0	0	17.0	8.0	14.0	12.0	5.0	12.0	7.0	18.0	8.0	4.0	13.0	0	8.0	9.0	13.0	14.0	0	5.0
G001642915	0	0	0	0	0	2.0	0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	0
G001642955	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0
G001643095	0	0	0	0	4.0	0	0	0	0	0	5.0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0
G001643385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001643955	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001644385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001644445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001644565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001644955	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	3.0	0	0	0
G001647615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001647675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001648175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001650325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001652465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001652485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001652565	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G001652685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001654495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001654855	1.0	0	1.0	2.0	0	4.0	1.0	2.0	3.0	1.0	3.0	1.0	2.0	0	1.0	0	0	0	1.0	1.0	2.0	0	0
G001654915	3.0	0	1.0	5.0	0	6.0	1.0	5.0	4.0	1.0	4.0	4.0	5.0	3.0	2.0	5.0	0	3.0	1.0	4.0	4.0	0	1.0
G001660655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001661495	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001665955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001672375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001676155	0	0	0	1.0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0
G001676225	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0
G001676615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001676765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001677275	0	0	0	1.0	0	3.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0
G001678465	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001678905	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0
G001679005	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G001679155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G001679275	0	0	0	0	3.0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0
G001679325	2.0	14.0	3.0	10.0	10.0	2721.0	0	2.0	0	0	0	0	5.0	0	1.0	0	4.0	1.0	38.0	2.0	27.0	7.0	0
G001682385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001683355	0	6.0	0	7.0	22.0	1339.0	2.0	2.0	0	0	0	0	0	0	3.0	0	5.0	2.0	14.0	0	1.0	15.0	0
G001685155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001685165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001685465	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001686985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001687105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001687365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690195	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690255	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690355	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690385	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690425	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690435	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690445	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690495	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690515	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690525	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690535	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690585	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001693385	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0
G001693435	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001693745	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001695855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001697225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001698145	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001698225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001700965	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0
G001701295	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	1.0	0	1.0	0	0
G001702175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001704375	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001704385	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001705075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001705175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001705425	1.0	0	2.0	2.0	7.0	0	6.0	0	0	0	2.0	1.0	2.0	1.0	3.0	0	4.0	0	0	2.0	4.0	0	6.0
G001708185	325.0	0	273.0	459.0	0	409.0	296.0	491.0	389.0	198.0	396.0	234.0	395.0	285.0	362.0	472.0	0	493.0	536.0	467.0	352.0	0	426.0
G001708485	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	3.0	0	0	0
G001708935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001709315	1.0	0	1.0	2.0	0	6.0	1.0	3.0	3.0	1.0	3.0	2.0	3.0	3.0	1.0	3.0	0	1.0	1.0	4.0	2.0	0	1.0
