	14458.ERR2373132	14458.ERR2373099	14458.ERR2373141	14458.ERR2373059	14458.ERR2373065	14458.ERR2373066	14458.ERR2373070	14458.ERR2373071	14458.ERR2373079	14458.ERR2373082	14458.ERR2373084	14458.ERR2373057	14458.ERR2373104	14458.ERR2373102	14458.ERR2373105	14458.ERR2373142	14458.ERR2373049	14458.ERR2373051	14458.ERR2373054	14458.ERR2373088	14458.ERR2373130	14458.ERR2373108	14458.ERR2373131	14458.ERR2373113	14458.ERR2373135	14458.ERR2373120	14458.ERR2373116	14458.ERR2373126	14458.ERR2373137
G000215745	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
G000218235	18.0	44.0	21.0	14.0	69.0	8.0	29.0	43.0	28.0	193.0	289.0	83.0	213.0	190.0	34.0	58.0	11.0	369.0	117.0	672.0	328.0	14.0	526.0	360.0	66.0	88.0	353.0	62.0	15.0
G000219125	0	0	0	0	0	0	0	0	0	1.0	3.0	0	1.0	1.0	0	0	0	1.0	1.0	8.0	0	0	1.0	1.0	0	0	2.0	1.0	0
G000219175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000219275	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000219535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000219605	1.0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000219725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000219805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000220155	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000220175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000220235	332.0	1389.0	446.0	214.0	5938.0	304.0	1874.0	3723.0	4070.0	1338.0	3939.0	3754.0	15395.0	2424.0	629.0	3885.0	37.0	1487.0	3344.0	6954.0	2953.0	619.0	154265.0	3618.0	1830.0	3544.0	9145.0	2423.0	190.0
G000220255	3958.0	1498.0	760.0	79.0	3905.0	9553.0	5153.0	17897.0	508.0	11805.0	50683.0	26272.0	30429.0	5226.0	8548.0	11146.0	210.0	54387.0	24734.0	9118.0	77891.0	933.0	11979.0	41753.0	28182.0	1175.0	99583.0	54255.0	997.0
G000220625	0	0	0	0	0	4.0	1.0	3.0	0	0	0	21.0	0	6.0	1.0	4.0	10.0	1.0	2.0	2.0	5.0	0	3.0	3.0	3.0	0	0	4.0	0
G000220835	0	1.0	101.0	3.0	10.0	6.0	58.0	1.0	90.0	50.0	5.0	12.0	74.0	11.0	1.0	125.0	9.0	4.0	136.0	75.0	10.0	11.0	98.0	104.0	36.0	193.0	1.0	4.0	3.0
G000220985	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	2.0	0	2.0	1.0	0	0	2.0	0	0	1.0	1.0	1.0	0
G000221145	2.0	3.0	2.0	1.0	0	2.0	9.0	0	0	0	0	0	5.0	0	0	16.0	1.0	3.0	14.0	0	0	0	8.0	0	1.0	0	6.0	4.0	0
G000221545	1.0	2.0	2.0	0	0	7.0	1.0	1.0	2.0	9.0	32.0	26.0	17.0	13.0	2.0	9.0	1.0	19.0	3.0	46.0	13.0	0	18.0	18.0	4.0	4.0	33.0	14.0	3.0
G000221565	12.0	8.0	2.0	24.0	77.0	6.0	11.0	6.0	2.0	173.0	35.0	16.0	5.0	97.0	5.0	11.0	21.0	23.0	6.0	36.0	34.0	20.0	23.0	12.0	9.0	9.0	18.0	48.0	3.0
G000221605	3.0	336.0	10.0	25.0	3.0	24.0	160.0	382.0	15.0	45.0	288.0	664.0	94.0	1462.0	24.0	17.0	5.0	96.0	3022.0	13348.0	2687.0	15.0	66.0	156.0	242.0	168.0	230.0	23498.0	511.0
G000221945	1.0	4.0	1.0	0	2.0	5.0	1.0	2.0	0	3.0	8.0	18.0	0	110.0	2.0	11.0	4.0	4.0	12.0	12.0	8.0	1.0	37.0	4.0	8.0	2.0	4.0	67.0	18.0
G000223155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000224065	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000224415	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	2.0	0	0	0	0	0	0	1.0	0	1.0	0
G000224985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000225005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000225325	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0
G000225345	0	2.0	0	0	0	1.0	0	0	1.0	0	7.0	0	1.0	1.0	1.0	1.0	0	7.0	1.0	12.0	2.0	0	1.0	1.0	1.0	1.0	5.0	3.0	1.0
G000225705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000225825	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G000226215	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000226875	0	2.0	0	0	3.0	10.0	1.0	4.0	0	0	7.0	2.0	0	13.0	1.0	3.0	9.0	8.0	13.0	11.0	12.0	0	8.0	0	3.0	1.0	3.0	9.0	5.0
G000226955	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000227315	1.0	7.0	0	0	4.0	1.0	2.0	5.0	5.0	3.0	15.0	9.0	7.0	10.0	1.0	8.0	1.0	12.0	4.0	24.0	13.0	0	37.0	8.0	3.0	7.0	11.0	18.0	3.0
G000227525	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000227665	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000227705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000227765	0	1.0	0	0	2.0	9.0	2.0	15.0	0	0	9.0	2.0	0	12.0	1.0	4.0	9.0	7.0	15.0	26.0	10.0	0	9.0	0	3.0	2.0	3.0	23.0	5.0
G000228185	0	0	0	0	1.0	4.0	0	1.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	0	0	0	67.0	3.0	2.0	2.0	0	3.0	2.0	8.0	2.0	1.0	0
G000228205	0	0	0	1.0	2.0	7.0	0	1.0	1.0	4.0	3.0	1.0	1.0	3.0	2.0	0	1.0	1.0	67.0	4.0	2.0	2.0	0	4.0	2.0	5.0	2.0	2.0	0
G000228385	0	0	0	1.0	2.0	5.0	0	1.0	1.0	3.0	4.0	1.0	2.0	3.0	2.0	0	0	1.0	67.0	4.0	2.0	2.0	0	4.0	2.0	5.0	2.0	2.0	0
G000228505	1.0	0	0	1.0	2.0	8.0	8.0	3.0	1.0	4.0	6.0	4.0	1.0	9.0	2.0	0	0	2.0	75.0	11.0	5.0	14.0	2.0	4.0	1.0	76.0	13.0	10.0	1.0
G000228805	0	0	0	2.0	1.0	3.0	4.0	1.0	3.0	5.0	3.0	4.0	4.0	3.0	1.0	0	2.0	2.0	53.0	10.0	8.0	44.0	3.0	4.0	1.0	16.0	1.0	1.0	0
G000228845	0	1.0	0	2.0	1.0	4.0	4.0	1.0	3.0	6.0	2.0	2.0	5.0	2.0	1.0	0	3.0	1.0	50.0	11.0	7.0	41.0	3.0	4.0	1.0	16.0	1.0	1.0	0
G000228925	0	1.0	0	2.0	1.0	4.0	4.0	0	4.0	6.0	2.0	2.0	5.0	3.0	1.0	0	3.0	1.0	49.0	11.0	7.0	40.0	3.0	4.0	1.0	16.0	1.0	2.0	0
G000229145	0	1.0	0	2.0	2.0	7.0	4.0	1.0	3.0	6.0	3.0	2.0	6.0	3.0	3.0	0	2.0	1.0	54.0	10.0	8.0	44.0	3.0	5.0	1.0	16.0	1.0	2.0	0
G000229225	0	1.0	0	2.0	1.0	3.0	4.0	1.0	3.0	6.0	3.0	3.0	4.0	3.0	2.0	0	2.0	1.0	52.0	12.0	7.0	43.0	3.0	4.0	1.0	16.0	1.0	1.0	0
G000229545	0	1.0	0	2.0	1.0	3.0	4.0	1.0	3.0	6.0	5.0	2.0	4.0	3.0	1.0	0	3.0	0	51.0	9.0	7.0	42.0	2.0	4.0	2.0	18.0	1.0	2.0	0
G000229705	0	1.0	0	2.0	1.0	6.0	4.0	1.0	3.0	6.0	4.0	5.0	4.0	3.0	1.0	0	3.0	3.0	54.0	10.0	9.0	50.0	3.0	4.0	1.0	17.0	1.0	2.0	0
G000230225	0	1.0	0	2.0	1.0	3.0	4.0	1.0	3.0	5.0	2.0	4.0	4.0	3.0	1.0	0	2.0	2.0	53.0	10.0	8.0	44.0	3.0	4.0	1.0	16.0	1.0	2.0	0
G000230275	0	0	0	0	0	1.0	1.0	1.0	0	0	7.0	1.0	1.0	5.0	1.0	1.0	0	5.0	5.0	19.0	4.0	0	13.0	3.0	1.0	0	5.0	6.0	1.0
G000230695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000231275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000231385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000231405	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0
G000231445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G000233535	0	1.0	0	0	0	0	0	0	0	0	1.0	0	3.0	1.0	2.0	0	0	45.0	18.0	10.0	0	0	2.0	0	0	0	0	6.0	0
G000233655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	1.0	1.0	0
G000233915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000234115	26.0	120.0	47.0	26.0	226.0	147.0	324.0	227.0	196.0	274.0	318.0	650.0	1480.0	1457.0	153.0	207.0	57.0	1670.0	602.0	2042.0	10359.0	34.0	1769.0	389.0	308.0	241.0	305.0	1635.0	310.0
G000234825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000235445	8.0	69.0	9.0	4.0	45.0	51.0	32.0	51.0	48.0	32.0	90.0	102.0	69.0	81.0	27.0	25.0	15.0	88.0	81.0	226.0	238.0	2.0	956.0	67.0	103.0	80.0	46.0	111.0	63.0
G000235505	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	2.0	0	0	1.0	0	0	0	1.0	3.0	0
G000235605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0
G000235705	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000235885	1.0	9.0	4.0	0	4.0	2.0	5.0	9.0	4.0	15.0	36.0	14.0	18.0	10.0	4.0	5.0	3.0	41.0	21.0	29.0	26.0	2.0	18.0	36.0	5.0	7.0	31.0	27.0	2.0
G000236565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000236665	0	4.0	0	0	1.0	3.0	5.0	0	0	0	0	0	0	0	2.0	0	0	2.0	0	0	0	0	0	0	2.0	2.0	1.0	0	0
G000236705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G000236865	0	0	0	0	0	0	2.0	0	1.0	0	1.0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	1.0	0	1.0	0	3.0	0
G000237065	2.0	2.0	2.0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	3.0	0	0	0	0	0	0
G000237805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	4.0	0	0	0	0
G000237995	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0
G000238055	157.0	655.0	39.0	0	130.0	140.0	203.0	488.0	39.0	116.0	3635.0	294.0	309.0	190.0	369.0	185.0	5.0	4845.0	368.0	603.0	1857.0	15.0	1339.0	307.0	421.0	14.0	4203.0	3323.0	468.0
G000238095	0	5.0	1.0	48.0	27.0	3.0	8.0	29.0	48.0	1.0	24.0	15.0	3.0	57.0	6.0	32.0	0	17.0	24.0	56.0	12.0	0	25.0	6.0	5.0	35.0	16.0	46.0	16.0
G000238215	20.0	167.0	8.0	189.0	531.0	4598.0	113.0	419.0	1290.0	421.0	1347.0	2540.0	786.0	884.0	405.0	404.0	37.0	1231.0	640.0	1444.0	2620.0	157.0	9220.0	3628.0	1153.0	422.0	59.0	607.0	63.0
G000238255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G000238275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000238795	40.0	672.0	296.0	18.0	94.0	1152.0	107.0	219.0	31.0	89.0	1513.0	1553.0	19.0	8388.0	464.0	357.0	410.0	281.0	573.0	1996.0	592.0	120.0	1612.0	666.0	420.0	86.0	345.0	4354.0	1272.0
G000238835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000238915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0
G000239275	2.0	19.0	7.0	9.0	517.0	80.0	7.0	104.0	218.0	38.0	74.0	10.0	160.0	26.0	36.0	239.0	1.0	54.0	161.0	302.0	65.0	0	1047.0	143.0	302.0	59.0	499.0	165.0	27.0
G000239355	2.0	0	0	0	24.0	4.0	0	4.0	16.0	0	6.0	6.0	7.0	6.0	1.0	28.0	2.0	2.0	22.0	53.0	6.0	0	67.0	15.0	0	10.0	0	10.0	15.0
G000239695	40.0	388.0	97.0	57.0	35.0	252.0	295.0	16.0	104.0	2659.0	619.0	383.0	644.0	1083.0	1400.0	139.0	621.0	1031.0	813.0	8175.0	2129.0	586.0	967.0	726.0	616.0	140.0	10932.0	3876.0	74.0
G000239955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000240185	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	1.0	1.0	6.0	3.0	1.0	0	1.0	0	1.0	0	0	0	2.0	0	1.0
G000241055	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000241265	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000241465	4.0	2.0	0	0	2.0	10.0	17.0	5.0	1.0	3.0	0	0	16.0	0	0	9.0	15.0	3.0	1.0	0	3.0	0	4.0	8.0	1.0	1.0	19.0	0	0
G000242195	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0
G000242215	0	3.0	0	1.0	3.0	1.0	3.0	2.0	4.0	0	15.0	6.0	9.0	13.0	4.0	4.0	0	19.0	5.0	43.0	10.0	1.0	30.0	3.0	1.0	18.0	8.0	17.0	2.0
G000242235	5.0	141.0	78.0	75.0	41.0	224.0	162.0	33.0	225.0	743.0	1178.0	56.0	493.0	136.0	133.0	105.0	6.0	1312.0	262.0	14340.0	360.0	306.0	243.0	530.0	150.0	201.0	3386.0	1606.0	37.0
G000242335	5.0	16.0	34.0	36.0	104.0	29.0	142.0	191.0	2309.0	81.0	157.0	385.0	1289.0	99.0	71.0	395.0	17.0	108.0	202.0	520.0	672.0	116.0	948.0	197.0	623.0	315.0	104.0	158.0	41.0
G000242435	0	0	0	1.0	3.0	0	0	1.0	2.0	1.0	2.0	0	0	0	0	0	0	5.0	1.0	5.0	0	0	7.0	1.0	1.0	0	2.0	1.0	0
G000242835	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	4.0	0	0
G000242895	0	0	0	0	1.0	5.0	0	1.0	0	3.0	1.0	1.0	1.0	3.0	2.0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	0
G000242955	0	0	0	0	0	0	0	0	0	1.0	0	0	0	3.0	0	0	0	0	0	0	1.0	2.0	1.0	0	0	0	1.0	1.0	0
G000243135	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0
G000243155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000243215	1.0	3.0	0	0	0	2.0	9.0	5.0	2.0	3.0	1.0	11.0	5.0	2.0	1.0	0	7.0	1.0	3.0	1.0	44.0	0	10.0	0	3.0	3.0	14.0	3.0	0
G000243335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000243715	0	19.0	10.0	0	2.0	291.0	37.0	54.0	3.0	0	67.0	24.0	3.0	2710.0	1.0	0	0	1260.0	416.0	0	4.0	14.0	175.0	86.0	0	365.0	94.0	69.0	2.0
G000245655	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	1.0	0	1.0	0	0	0	0	0	0
G000245715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000245755	1.0	1.0	0	1.0	0	23.0	1.0	3.0	0	3.0	3.0	2.0	1.0	14.0	1.0	1.0	4.0	13.0	8.0	10.0	5.0	0	6.0	3.0	1.0	3.0	11.0	40.0	3.0
G000245775	0	0	0	0	0	0	1.0	1.0	0	1.0	6.0	1.0	2.0	1.0	0	0	0	4.0	4.0	34.0	2.0	0	2.0	2.0	1.0	1.0	6.0	4.0	0
G000245795	0	0	0	0	1.0	13.0	1.0	1.0	0	3.0	2.0	1.0	2.0	5.0	1.0	0	2.0	2.0	5.0	5.0	5.0	0	1.0	1.0	0	1.0	3.0	4.0	1.0
G000245815	40.0	2.0	0	48.0	0	164.0	0	2.0	3.0	23.0	22.0	7.0	9.0	133.0	176.0	3.0	13.0	20.0	54.0	26.0	49.0	4.0	14.0	57.0	4.0	5.0	26.0	53.0	9.0
G000246925	17.0	8.0	2.0	34.0	117.0	6.0	14.0	8.0	3.0	227.0	42.0	19.0	8.0	133.0	8.0	8.0	27.0	20.0	8.0	47.0	41.0	29.0	23.0	19.0	8.0	12.0	11.0	65.0	6.0
G000246945	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0
G000247895	0	2.0	1.0	0	1.0	4.0	2.0	1.0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	1.0	2.0	1.0	0	2.0	0	1.0	1.0	1.0	1.0	0
G000248015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000248095	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	2.0	8.0	0	0	0	1.0	6.0	0	0	0
G000250655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000250735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000252855	0	3.0	1.0	0	0	4.0	0	5.0	0	1.0	1.0	1.0	0	5.0	0	0	0	0	2.0	3.0	1.0	0	0	1.0	0	1.0	0	3.0	1.0
G000252955	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000253295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000253395	570.0	39.0	40.0	94.0	191.0	762.0	122.0	156.0	36.0	646.0	639.0	110.0	920.0	379.0	351.0	28.0	135.0	89.0	1036.0	1438.0	272.0	11002.0	167.0	478.0	98.0	1214.0	476.0	400.0	44.0
G000255115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000255495	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000255535	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	2.0	0
G000255555	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	4.0	0	0	2.0	0	0	0	0	0	0
G000259075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000259095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000259175	0	1.0	0	0	0	0	0	1.0	0	0	1.0	2.0	0	2.0	0	7.0	1.0	0	1.0	1.0	1.0	0	20.0	1.0	3.0	0	0	15.0	8.0
G000259255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000259275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000259485	266.0	1338.0	354.0	232.0	945.0	1366.0	682.0	896.0	328.0	621.0	4944.0	2072.0	82.0	8245.0	1268.0	2892.0	4441.0	3457.0	5546.0	8106.0	4784.0	1794.0	9458.0	1932.0	622.0	701.0	3518.0	15496.0	2419.0
G000260275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000260455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000260635	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000260965	0	2.0	0	0	0	0	2.0	0	0	0	4.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0
G000261025	70.0	298.0	75.0	548.0	641.0	151.0	800.0	1923.0	1402.0	1094.0	475.0	12322.0	967.0	2128.0	342.0	799.0	55.0	852.0	359.0	4558.0	2326.0	40.0	7668.0	3324.0	392.0	2322.0	764.0	2134.0	287.0
G000261285	292.0	1647.0	412.0	261.0	1054.0	1587.0	768.0	1114.0	383.0	684.0	5718.0	2376.0	99.0	10031.0	1517.0	3419.0	4995.0	3855.0	6261.0	9499.0	5175.0	2039.0	12152.0	2183.0	777.0	839.0	3961.0	18084.0	2886.0
G000262225	0	3.0	0	0	0	1.0	0	1.0	2.0	0	5.0	4.0	3.0	6.0	1.0	3.0	1.0	14.0	4.0	25.0	4.0	0	27.0	2.0	1.0	7.0	5.0	12.0	2.0
G000262305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000262545	50.0	176.0	77.0	25.0	80.0	122.0	214.0	186.0	150.0	322.0	1597.0	467.0	506.0	289.0	160.0	225.0	92.0	931.0	361.0	1402.0	1034.0	54.0	1492.0	727.0	294.0	368.0	1614.0	671.0	83.0
G000264315	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000264335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000264455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000265295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
G000265365	1.0	2.0	2.0	0	0	1.0	2.0	1.0	0	1.0	3.0	7.0	3.0	3.0	0	1.0	0	4.0	3.0	10.0	9.0	0	26.0	6.0	1.0	1.0	4.0	7.0	0
G000265465	0	1.0	0	0	1.0	2.0	0	0	0	0	0	1.0	0	1.0	1.0	3.0	1.0	0	1.0	0	0	1.0	1.0	0	1.0	1.0	1.0	1.0	0
G000269565	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	5.0	0	0	0	1.0	0	1.0	1.0	1.0	4.0	0	1.0	0	0	2.0	0
G000269605	0	1.0	5.0	6.0	18.0	0	53.0	10.0	36.0	2.0	4.0	91.0	64.0	11.0	0	18.0	49.0	2.0	103.0	12.0	308.0	177.0	20.0	62.0	161.0	140.0	0	1.0	0
G000269805	23.0	16.0	8.0	5.0	0	22.0	10.0	4.0	1.0	24.0	32.0	7.0	140.0	55.0	4.0	32.0	76.0	6.0	46.0	33.0	14.0	5.0	13.0	58.0	4.0	13.0	4.0	49.0	7.0
G000269865	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	2.0	2.0	0	0	0	0	0	0	1.0	1.0	0
G000269905	0	0	0	0	0	2.0	0	0	0	1.0	2.0	0	0	1.0	0	0	0	1.0	3.0	5.0	0	0	1.0	0	1.0	0	1.0	2.0	0
G000270085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000270145	27.0	17.0	4.0	53.0	160.0	159.0	25.0	52.0	10.0	338.0	85.0	44.0	53.0	255.0	55.0	16.0	42.0	29.0	126.0	119.0	73.0	81.0	41.0	53.0	17.0	52.0	57.0	139.0	12.0
G000270185	0	0	0	0	0	8.0	0	1.0	0	0	1.0	0	0	2.0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	1.0	2.0	0
G000270245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000270285	0	0	0	0	0	0	0	0	0	1.0	0	0	0	3.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0
G000270305	0	0	0	0	0	0	0	0	0	0	4.0	1.0	2.0	0	1.0	0	0	5.0	0	4.0	2.0	0	1.0	0	1.0	1.0	2.0	0	0
G000271445	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000271665	0	0	0	0	0	1.0	0	0	0	0	7.0	1.0	1.0	2.0	0	1.0	0	3.0	6.0	26.0	2.0	0	2.0	3.0	1.0	1.0	8.0	3.0	0
