	14458.ERR2373132	14458.ERR2373099	14458.ERR2373141	14458.ERR2373059	14458.ERR2373065	14458.ERR2373066	14458.ERR2373070	14458.ERR2373071	14458.ERR2373079	14458.ERR2373082	14458.ERR2373084	14458.ERR2373057	14458.ERR2373104	14458.ERR2373102	14458.ERR2373105	14458.ERR2373142	14458.ERR2373049	14458.ERR2373051	14458.ERR2373054	14458.ERR2373088	14458.ERR2373130	14458.ERR2373108	14458.ERR2373131	14458.ERR2373113	14458.ERR2373135	14458.ERR2373120	14458.ERR2373116	14458.ERR2373126	14458.ERR2373137
G000524335	0	0	0	1.0	8.0	1.0	4.0	4.0	6.0	2.0	2.0	2.0	8.0	0	0	3.0	2.0	7.0	5.0	10.0	8.0	0	5.0	8.0	6.0	3.0	2.0	4.0	4.0
G000525655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	1.0	0	0	3.0	0	0
G000525775	5.0	87.0	6.0	7.0	95.0	147.0	55.0	193.0	506.0	239.0	45.0	482.0	484.0	229.0	260.0	197.0	4.0	305.0	166.0	348.0	224.0	55.0	4912.0	162.0	120.0	139.0	250.0	184.0	75.0
G000525795	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000525915	0	0	0	0	0	2.0	0	0	0	1.0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0
G000526495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000526675	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000526695	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000526735	6.0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	2.0	0	0	0	0	2.0	0	1.0	0
G000527015	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000527075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000527135	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000550785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000550805	0	1.0	0	0	0	0	0	0	1.0	1.0	0	3.0	0	0	0	0	0	3.0	1.0	5.0	0	0	0	0	0	0	2.0	2.0	0
G000559025	1.0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0
G000564995	100.0	154.0	501.0	18.0	73.0	641.0	409.0	56.0	358.0	585.0	11638.0	1216.0	2396.0	402.0	1124.0	312.0	550.0	2956.0	3850.0	9296.0	1213.0	148.0	393.0	3484.0	1282.0	314.0	3491.0	3096.0	57.0
G000565015	16.0	366.0	53.0	4.0	157.0	131.0	59.0	448.0	0	38.0	169.0	68.0	69.0	926.0	105.0	120.0	14.0	436.0	452.0	1455.0	650.0	8.0	890.0	90.0	69.0	49.0	82.0	296.0	406.0
G000565075	77.0	145.0	480.0	15.0	58.0	553.0	370.0	59.0	351.0	541.0	10938.0	1161.0	2199.0	348.0	1060.0	314.0	473.0	2648.0	3470.0	9219.0	1236.0	164.0	410.0	3275.0	1231.0	264.0	3234.0	3104.0	51.0
G000568255	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000568555	0	0	0	0	0	0	3.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000568755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000568815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000576405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000576425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000576575	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	1.0	0	0
G000576595	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0
G000576635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0
G000577555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	3.0	0	0
G000582705	2.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0
G000582785	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000583655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000583695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000583775	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	2.0	1.0	2.0	0	0	0	1.0	0	0	0	1.0	0
G000585195	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000585255	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0
G000585355	1.0	2.0	2.0	1.0	2.0	2.0	4.0	1.0	0	1.0	5.0	4.0	3.0	5.0	2.0	2.0	1.0	7.0	4.0	25.0	9.0	0	7.0	8.0	5.0	4.0	9.0	9.0	1.0
G000586555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000590475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000590555	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	3.0	1.0	0
G000597725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000597805	0	0	1.0	0	1.0	1.0	0	0	1.0	1.0	2.0	1.0	0	1.0	1.0	0	0	2.0	2.0	3.0	2.0	0	0	2.0	1.0	1.0	1.0	3.0	0
G000597865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000598465	0	1.0	0	0	0	0	2.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	2.0	2.0	0	0	0	0	0	0	1.0	0
G000598965	0	1.0	0	0	0	0	2.0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	1.0	3.0	3.0	0	1.0	1.0	0	0	0	2.0	0
G000599385	0	1.0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	1.0	1.0	3.0	3.0	0	1.0	2.0	0	1.0	0	2.0	0
G000599885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	1.0	0
G000599985	0	1.0	0	0	0	0	0	1.0	0	0	1.0	3.0	0	1.0	0	10.0	0	0	0	1.0	1.0	0	27.0	1.0	5.0	0	0	22.0	12.0
G000600005	0	3.0	1.0	0	3.0	14.0	1.0	8.0	0	0	9.0	2.0	0	21.0	0	6.0	15.0	11.0	21.0	14.0	18.0	0	8.0	0	4.0	1.0	3.0	9.0	7.0
G000601485	2.0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	4.0	0	0	0	3.0
G000603945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000611675	2.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0
G000612055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0
G000612605	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	0	0	2.0	1.0	0	0	0	4.0	0
G000612625	0	0	0	0	0	2.0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000612685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000612805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000612845	0	0	0	0	0	7.0	0	1.0	0	1.0	0	0	1.0	2.0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	2.0	1.0
G000612865	0	1.0	0	1.0	1.0	17.0	0	2.0	3.0	4.0	15.0	1.0	2.0	8.0	5.0	2.0	2.0	7.0	19.0	36.0	3.0	2.0	16.0	2.0	3.0	2.0	6.0	16.0	1.0
G000613185	2.0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	3.0	0	0	0	3.0
G000613345	31.0	202.0	88.0	21.0	74.0	108.0	90.0	1008.0	112.0	313.0	1593.0	564.0	676.0	311.0	166.0	255.0	42.0	744.0	345.0	808.0	1302.0	42.0	1878.0	1348.0	163.0	301.0	698.0	494.0	40.0
G000613505	276.0	442.0	837.0	1247.0	1354.0	605.0	1299.0	1378.0	679.0	1690.0	2523.0	3151.0	3622.0	1212.0	259.0	356.0	2492.0	1290.0	3195.0	6708.0	2704.0	289.0	19055.0	5453.0	2059.0	5562.0	4964.0	1190.0	494.0
G000613785	57.0	397.0	515.0	79.0	296.0	277.0	977.0	307.0	721.0	513.0	3463.0	1034.0	897.0	412.0	204.0	348.0	219.0	4019.0	1520.0	3427.0	2902.0	203.0	4458.0	1681.0	2397.0	615.0	862.0	1235.0	152.0
G000613805	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	2.0	0	0	0	1.0	1.0	6.0	7.0	0	3.0	3.0	0	0	0	5.0	1.0
G000613845	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	0	0	0	0	0
G000613925	716.0	1405.0	20017.0	2146.0	483.0	3591.0	15799.0	1165.0	12236.0	10220.0	20712.0	6043.0	42057.0	1392.0	12971.0	857.0	397.0	17022.0	14783.0	216887.0	20057.0	3195.0	2676.0	51298.0	1311.0	90138.0	97072.0	22208.0	492.0
G000614025	234.0	23622.0	385.0	93.0	357.0	596.0	558.0	3116.0	417.0	1155.0	4942.0	3099.0	2154.0	11320.0	748.0	825.0	276.0	3557.0	1788.0	4348.0	6290.0	138.0	39019.0	4828.0	1288.0	977.0	4717.0	3139.0	4461.0
G000614065	3.0	13.0	5.0	4.0	21.0	8.0	15.0	11.0	11.0	16.0	44.0	73.0	21.0	25.0	12.0	12.0	7.0	23.0	16.0	96.0	131.0	5.0	282.0	45.0	254.0	32.0	57.0	66.0	12.0
G000614105	26.0	98.0	17.0	6.0	84.0	120.0	120.0	160.0	56.0	122.0	304.0	420.0	150.0	69.0	72.0	90.0	21.0	180.0	139.0	635.0	379.0	11.0	2664.0	1142.0	1047.0	110.0	729.0	106.0	9.0
G000614145	1.0	7.0	2.0	0	0	1.0	2.0	8.0	0	6.0	4.0	11.0	10.0	7.0	3.0	4.0	1.0	15.0	11.0	17.0	24.0	0	13.0	7.0	2.0	1.0	6.0	13.0	1.0
G000614205	23.0	108.0	44.0	14.0	69.0	60.0	74.0	90.0	66.0	62.0	433.0	357.0	101.0	170.0	65.0	156.0	20.0	211.0	217.0	528.0	648.0	23.0	847.0	268.0	172.0	71.0	186.0	218.0	79.0
G000614355	0	2.0	0	0	8.0	2.0	1.0	8.0	25.0	20.0	4.0	21.0	1.0	21.0	5.0	16.0	1.0	3.0	19.0	29.0	26.0	1.0	335.0	14.0	13.0	1.0	3.0	26.0	2.0
G000614585	0	3.0	0	0	6.0	3.0	4.0	7.0	42.0	4.0	4.0	43.0	6.0	21.0	4.0	1.0	0	3.0	9.0	19.0	5.0	1.0	173.0	12.0	3.0	1.0	1.0	10.0	6.0
G000615365	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000615445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000615765	0	0	0	0	0	5.0	0	2.0	0	4.0	5.0	1.0	1.0	5.0	1.0	0	1.0	1.0	20.0	3.0	2.0	0	1.0	2.0	2.0	4.0	4.0	4.0	1.0
G000615805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000615845	0	0	0	0	0	4.0	2.0	1.0	0	3.0	5.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	9.0	4.0	3.0	0	2.0	3.0	1.0	2.0	5.0	7.0	1.0
G000615905	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000617925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000619785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000619805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000619925	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	0	0	0
G000619945	0	3.0	0	1.0	4.0	12.0	0	2.0	0	1.0	1.0	1.0	0	3.0	1.0	0	0	0	3.0	1.0	3.0	0	3.0	1.0	0	0	1.0	3.0	0
G000619965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000619985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000620065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000620125	0	1.0	0	0	0	24.0	0	1.0	0	2.0	2.0	2.0	0	6.0	1.0	1.0	1.0	4.0	5.0	4.0	2.0	0	3.0	1.0	1.0	3.0	1.0	11.0	2.0
G000620185	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000620225	0	2.0	1.0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0
G000620305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000620485	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000620905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000620925	0	1.0	0	0	1.0	3.0	0	1.0	0	0	2.0	0	0	7.0	0	1.0	4.0	2.0	10.0	3.0	7.0	0	2.0	0	1.0	0	0	20.0	2.0
G000620965	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0
G000620985	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000621005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000621165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000621405	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000621425	0	0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	1.0	2.0	0	2.0	0	0	0	0	0	0	3.0	0	1.0
G000621445	0	1.0	0	0	0	0	0	0	0	0	4.0	0	1.0	2.0	1.0	1.0	0	7.0	1.0	1.0	1.0	0	3.0	0	0	0	2.0	7.0	1.0
G000621485	0	1.0	0	0	0	13.0	0	0	0	2.0	2.0	1.0	0	3.0	0	0	0	2.0	3.0	2.0	1.0	0	2.0	0	0	2.0	1.0	6.0	1.0
G000621505	0	0	0	0	3.0	9.0	0	1.0	0	1.0	1.0	1.0	0	3.0	0	0	0	0	2.0	1.0	4.0	0	0	1.0	0	0	1.0	3.0	0
G000621625	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	1.0	0	1.0	1.0	0	0	0	1.0	0
G000621705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0
G000621725	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	1.0	2.0	0	0	4.0	1.0	1.0	0	0	13.0	0	0	0	5.0	0
G000621865	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000621925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000621985	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000622005	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	3.0	0	0	0	0	0	0	0	0	0
G000622025	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000622045	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	2.0	3.0	1.0	0	0	0	4.0	1.0	18.0	2.0	0	3.0	2.0	2.0	7.0	1.0	2.0	1.0
G000622085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000622125	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	1.0	0	5.0	2.0	0	0	0	0	0
G000622145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000622245	0	1.0	0	0	0	0	0	0	0	0	3.0	0	0	3.0	1.0	1.0	0	7.0	1.0	3.0	1.0	0	3.0	0	0	2.0	2.0	7.0	1.0
G000622895	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000626635	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	0	0	0
G000632125	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000632455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000632515	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000632805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000633215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0
G000633415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G000648015	0	0	0	0	0	12.0	0	1.0	0	1.0	2.0	1.0	0	3.0	0	0	1.0	4.0	1.0	2.0	1.0	0	0	1.0	0	1.0	2.0	2.0	0
G000648175	0	0	0	0	0	6.0	0	1.0	0	0	1.0	0	0	1.0	0	0	1.0	3.0	1.0	1.0	0	0	0	0	0	0	0	1.0	0
G000648515	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	2.0	1.0	0	0	0	0	4.0	0	1.0	0	0	4.0	2.0
G000684975	6.0	27.0	11.0	0	9.0	4.0	16.0	3.0	6.0	6.0	7.0	0	1.0	4.0	3.0	8.0	6.0	8.0	5.0	0	1.0	6.0	12.0	2.0	0	4.0	6.0	3.0	1.0
G000685355	2.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000686065	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	1.0	0	0	1.0	0	0
G000686145	0	1.0	0	0	0	1.0	0	0	0	0	1.0	0	0	2.0	0	0	0	1.0	0	1.0	2.0	0	6.0	1.0	1.0	0	0	3.0	0
G000686505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000686605	1.0	2.0	0	4.0	7.0	20.0	8.0	8.0	1.0	12.0	8.0	8.0	5.0	19.0	9.0	0	3.0	4.0	85.0	14.0	9.0	3.0	3.0	5.0	2.0	89.0	16.0	13.0	0
G000686625	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000686665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000686705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000686845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000686965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0
G000687515	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	2.0	1.0	0
G000687555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000687655	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000687675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000687695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000687715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0
G000687735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000687795	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0
G000687835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000687975	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0
G000688015	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	2.0	0	0	0	0	1.0	0
G000688115	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0
G000688255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0
G000688375	16.0	59.0	38.0	7.0	34.0	108.0	22.0	54.0	96.0	43.0	619.0	424.0	83.0	281.0	47.0	87.0	21.0	183.0	132.0	366.0	680.0	21.0	484.0	333.0	280.0	44.0	127.0	194.0	64.0
G000688395	0	0	0	0	0	1.0	1.0	0	2.0	0	2.0	1.0	0	5.0	1.0	1.0	5.0	1.0	6.0	1.0	0	1.0	5.0	2.0	0	3.0	3.0	5.0	1.0
G000688415	0	0	0	1.0	0	2.0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	4.0	1.0	0
G000688475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000688835	0	3.0	0	0	1.0	2.0	1.0	1.0	0	2.0	3.0	13.0	0	116.0	1.0	1.0	2.0	2.0	6.0	5.0	8.0	1.0	11.0	1.0	6.0	2.0	1.0	41.0	11.0
G000689195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0
G000689415	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000691645	0	3.0	0	0	2.0	27.0	1.0	1.0	1.0	0	7.0	2.0	1.0	6.0	1.0	2.0	1.0	10.0	2.0	17.0	2.0	0	14.0	3.0	1.0	4.0	4.0	11.0	2.0
G000691665	0	2.0	0	0	0	0	0	2.0	0	0	6.0	3.0	2.0	5.0	1.0	3.0	0	9.0	2.0	15.0	1.0	0	11.0	1.0	1.0	6.0	4.0	10.0	1.0
G000691685	2.0	2.0	0	0	0	0	0	1.0	1.0	1.0	5.0	2.0	1.0	5.0	1.0	3.0	0	8.0	2.0	15.0	1.0	0	11.0	1.0	1.0	8.0	5.0	9.0	2.0
G000691725	0	4.0	0	0	1.0	27.0	0	2.0	2.0	0	5.0	16.0	1.0	5.0	2.0	3.0	0	29.0	3.0	19.0	4.0	0	84.0	2.0	6.0	5.0	3.0	14.0	2.0
G000691745	0	2.0	0	0	0	0	1.0	1.0	1.0	0	6.0	3.0	2.0	5.0	1.0	2.0	0	8.0	1.0	18.0	1.0	0	11.0	1.0	0	5.0	4.0	8.0	2.0
G000691805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000694955	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	2.0	1.0	1.0	4.0	23.0	1.0	0	1.0	1.0	1.0	1.0	0	0	0	1.0	1.0
G000695055	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000695235	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000698575	1.0	1.0	1.0	0	0	1.0	2.0	1.0	2.0	0	0	0	0	0	2.0	1.0	1.0	2.0	1.0	0	1.0	0	4.0	1.0	0	0	1.0	1.0	0
G000698595	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000699585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000701445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000701465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000701545	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
