	14598.PCGA.1092.BE.02	14598.PCGA.1091.BE.03	14598.PCGA.1099.BE.02	14598.PCGA.1125.BE.01	14598.PCGA.1084.BE.03	14598.PCGA.1080.BE.04	14598.PCGA.1135.BE.02	14598.PCGA.1073.BE.02	14598.PCGA.1120.BE.02	14598.PCGA.1101.BE.02	14598.PCGA.1118.BE.04	14598.PCGA.1114.BE.02	14598.PCGA.1097.BE.01	14598.PCGA.1082.BE.01	14598.PCGA.1065.BE.03	14598.PCGA.1121.BE.04	14598.PCGA.1140.BE.01	14598.PCGA.1079.BE.04	14598.PCGA.1126.BE.02	14598.PCGA.1075.BE.02	14598.PCGA.1109.BE.01	14598.PCGA.1136.BE.01	14598.PCGA.1117.BE.01	14598.PCGA.1102.BE.01	14598.PCGA.1089.BE.03	14598.PCGA.1141.BE.03	14598.PCGA.1124.BE.01	14598.PCGA.1094.BE.04	14598.PCGA.1081.BE.04	14598.PCGA.1069.BE.01	14598.PCGA.1108.BE.03	14598.PCGA.1115.BE.02	14598.PCGA.1088.BE.01	14598.PCGA.1129.BE.03	14598.PCGA.1069.BE.03	14598.PCGA.1074.BE.02	14598.PCGA.1090.BE.01	14598.PCGA.1124.BE.03	14598.PCGA.1139.BE.02	14598.PCGA.1080.BE.02	14598.PCGA.1122.BE.01	14598.PCGA.1116.BE.02	14598.PCGA.1129.BE.02	14598.PCGA.1121.BE.03	14598.PCGA.1115.BE.03	14598.PCGA.1122.BE.02	14598.PCGA.1074.BE.01	14598.PCGA.1090.BE.02	14598.PCGA.1139.BE.01	14598.PCGA.1079.BE.01	14598.PCGA.1140.BE.04	14598.PCGA.1088.BE.02	14598.PCGA.1091.BE.04	14598.PCGA.1065.BE.04	14598.PCGA.1118.BE.03	14598.PCGA.1109.BE.04	14598.PCGA.1136.BE.02	14598.PCGA.1066.BE.03	14598.PCGA.1094.BE.01	14598.PCGA.1117.BE.02	14598.PCGA.1102.BE.02	14598.PCGA.1099.BE.03	14598.PCGA.1084.BE.02	14598.PCGA.1092.BE.03	14598.PCGA.1075.BE.01	14598.PCGA.1081.BE.03	14598.PCGA.1066.BE.01	14598.PCGA.1135.BE.01	14598.PCGA.1089.BE.02	14598.PCGA.1073.BE.01	14598.PCGA.1120.BE.01	14598.PCGA.1141.BE.04	14598.PCGA.1097.BE.02	14598.PCGA.1082.BE.02	14598.PCGA.1101.BE.01	14598.PCGA.1114.BE.01	14598.PCGA.1126.BE.03	14598.PCGA.1116.BE.04	14598.PCGA.1125.BE.02
G001458215	2314.0	214.0	1767.0	925.0	1785.0	590.0	2022.0	3012.0	1862.0	1511.0	3269.0	1565.0	1644.0	1138.0	2168.0	1486.0	1910.0	1153.0	1283.0	1550.0	1671.0	2013.0	1520.0	311.0	1475.0	1840.0	1641.0	490.0	1839.0	2029.0	1424.0	2331.0	721.0	522.0	2852.0	115.0	2581.0	1569.0	2262.0	935.0	1715.0	2333.0	30.0	1643.0	1973.0	1601.0	661.0	2777.0	1969.0	1431.0	1578.0	1522.0	637.0	1905.0	2093.0	997.0	1628.0	2784.0	1451.0	1587.0	1276.0	1271.0	1604.0	2224.0	2837.0	1882.0	2069.0	1593.0	825.0	998.0	907.0	1579.0	1983.0	702.0	1133.0	1834.0	2358.0	2418.0	1198.0
G001458315	2316.0	213.0	1765.0	920.0	1787.0	586.0	2015.0	3029.0	1862.0	1514.0	3258.0	1582.0	1659.0	1140.0	2163.0	1488.0	1910.0	1162.0	1279.0	1536.0	1683.0	2008.0	1537.0	314.0	1477.0	1829.0	1646.0	500.0	1833.0	2004.0	1419.0	2326.0	730.0	514.0	2851.0	111.0	2555.0	1583.0	2251.0	938.0	1715.0	2340.0	31.0	1634.0	1960.0	1614.0	666.0	2787.0	1984.0	1429.0	1581.0	1517.0	635.0	1911.0	2095.0	993.0	1642.0	2772.0	1456.0	1586.0	1281.0	1276.0	1607.0	2229.0	2836.0	1869.0	2063.0	1591.0	820.0	992.0	903.0	1591.0	1985.0	710.0	1122.0	1820.0	2364.0	2424.0	1186.0
G001458335	2318.0	215.0	1758.0	918.0	1800.0	588.0	2015.0	3021.0	1855.0	1511.0	3265.0	1574.0	1652.0	1138.0	2152.0	1486.0	1888.0	1156.0	1275.0	1551.0	1679.0	2015.0	1523.0	314.0	1476.0	1827.0	1642.0	493.0	1838.0	2012.0	1424.0	2329.0	730.0	511.0	2867.0	115.0	2553.0	1568.0	2253.0	939.0	1711.0	2337.0	31.0	1647.0	1961.0	1618.0	666.0	2772.0	1978.0	1433.0	1583.0	1523.0	631.0	1908.0	2092.0	996.0	1627.0	2789.0	1452.0	1586.0	1269.0	1269.0	1607.0	2219.0	2842.0	1877.0	2076.0	1581.0	822.0	986.0	902.0	1590.0	1982.0	712.0	1129.0	1817.0	2372.0	2411.0	1202.0
G001458355	2285.0	216.0	1727.0	891.0	1732.0	579.0	1969.0	2968.0	1806.0	1465.0	3205.0	1533.0	1606.0	1114.0	2119.0	1426.0	1861.0	1120.0	1261.0	1520.0	1631.0	1985.0	1489.0	311.0	1476.0	1782.0	1601.0	476.0	1808.0	1975.0	1383.0	2287.0	705.0	501.0	2802.0	111.0	2518.0	1542.0	2209.0	904.0	1667.0	2287.0	30.0	1606.0	1922.0	1550.0	656.0	2721.0	1942.0	1377.0	1531.0	1482.0	613.0	1870.0	2052.0	968.0	1613.0	2711.0	1414.0	1553.0	1251.0	1240.0	1569.0	2178.0	2782.0	1839.0	2027.0	1569.0	815.0	980.0	886.0	1544.0	1941.0	682.0	1096.0	1780.0	2293.0	2356.0	1163.0
G001458375	2255.0	212.0	1719.0	873.0	1752.0	577.0	1968.0	2953.0	1829.0	1480.0	3228.0	1534.0	1626.0	1107.0	2102.0	1422.0	1865.0	1106.0	1243.0	1507.0	1636.0	1963.0	1492.0	311.0	1463.0	1760.0	1597.0	472.0	1819.0	1970.0	1382.0	2291.0	693.0	499.0	2795.0	110.0	2481.0	1521.0	2182.0	892.0	1681.0	2279.0	29.0	1595.0	1939.0	1569.0	631.0	2727.0	1938.0	1367.0	1526.0	1486.0	614.0	1884.0	2057.0	962.0	1616.0	2734.0	1394.0	1544.0	1249.0	1215.0	1562.0	2164.0	2776.0	1856.0	1986.0	1543.0	806.0	984.0	879.0	1534.0	1933.0	692.0	1099.0	1755.0	2288.0	2338.0	1142.0
G001458395	1886.0	180.0	1450.0	737.0	1463.0	484.0	1650.0	2492.0	1539.0	1240.0	2727.0	1280.0	1364.0	920.0	1771.0	1194.0	1555.0	935.0	1041.0	1265.0	1382.0	1643.0	1246.0	259.0	1209.0	1477.0	1339.0	407.0	1534.0	1638.0	1165.0	1919.0	592.0	418.0	2343.0	95.0	2090.0	1270.0	1827.0	751.0	1408.0	1912.0	25.0	1341.0	1608.0	1314.0	539.0	2301.0	1601.0	1148.0	1288.0	1253.0	518.0	1577.0	1732.0	810.0	1353.0	2288.0	1176.0	1291.0	1046.0	1022.0	1309.0	1808.0	2322.0	1545.0	1691.0	1280.0	667.0	815.0	737.0	1298.0	1620.0	579.0	919.0	1458.0	1937.0	1977.0	964.0
G001458415	1840.0	173.0	1389.0	715.0	1403.0	468.0	1581.0	2370.0	1467.0	1194.0	2596.0	1256.0	1305.0	901.0	1684.0	1161.0	1493.0	904.0	1009.0	1214.0	1328.0	1584.0	1200.0	244.0	1177.0	1446.0	1294.0	388.0	1446.0	1588.0	1116.0	1843.0	568.0	410.0	2257.0	91.0	2037.0	1223.0	1773.0	741.0	1364.0	1833.0	22.0	1295.0	1560.0	1277.0	524.0	2207.0	1568.0	1126.0	1255.0	1188.0	504.0	1482.0	1666.0	781.0	1294.0	2187.0	1145.0	1238.0	1007.0	996.0	1269.0	1776.0	2233.0	1485.0	1639.0	1240.0	649.0	776.0	713.0	1240.0	1572.0	571.0	886.0	1432.0	1883.0	1903.0	941.0
G001458435	2257.0	215.0	1712.0	869.0	1749.0	577.0	1953.0	2959.0	1823.0	1476.0	3234.0	1537.0	1621.0	1109.0	2103.0	1434.0	1861.0	1106.0	1247.0	1509.0	1640.0	1972.0	1498.0	312.0	1452.0	1772.0	1602.0	480.0	1829.0	1964.0	1390.0	2289.0	697.0	497.0	2795.0	111.0	2495.0	1522.0	2183.0	897.0	1687.0	2294.0	29.0	1604.0	1935.0	1546.0	636.0	2731.0	1929.0	1367.0	1530.0	1491.0	616.0	1883.0	2063.0	960.0	1600.0	2723.0	1404.0	1534.0	1253.0	1228.0	1570.0	2179.0	2771.0	1855.0	1999.0	1543.0	805.0	979.0	876.0	1537.0	1931.0	698.0	1102.0	1753.0	2293.0	2353.0	1139.0
G001458475	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001460635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001462205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001463885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G001465295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001468395	0	0	0	2.0	0	0	10.0	8.0	2.0	0	0	8.0	4.0	0	20.0	0	5.0	0	0	11.0	10.0	1.0	0	0	0	0	3.0	0	0	7.0	0	1.0	16.0	0	0	0	3.0	0	1.0	0	2.0	0	0	0	0	1.0	1.0	0	9.0	5.0	0	0	0	1.0	0	0	6.0	0	2.0	0	0	0	0	0	0	0	21.0	4.0	1.0	7.0	1.0	0	0	0	0	4.0	0	0	1.0
G001469845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001469865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001471555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001475745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001476195	0	0	0	0	0	2.0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0
G001476695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001481375	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001482365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001483765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001483845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001484065	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001484605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001484935	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G001485495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001486165	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001486445	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001486665	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001488575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001494635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001499755	0	0	0	0	2.0	3.0	0	0	0	0	0	0	2.0	0	0	0	0	0	3.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	2.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	5.0	1.0	0
G001500315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001507665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0
G001513785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001513975	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001514435	1.0	0	0	0	0	0	7.0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	7.0	0	0	0	11.0	0	0
G001515305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001515525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001518815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001535965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001542565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001543265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001543405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001544555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001546115	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0
G001548015	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001553215	84.0	0	7.0	4.0	0	70.0	161.0	0	29.0	0	0	3.0	1.0	0	3.0	0	0	24.0	18.0	2.0	2.0	0	202.0	0	1.0	2.0	0	0	0	1.0	11.0	0	16.0	0	0	15.0	19.0	42.0	0	226.0	0	0	0	6.0	0	0	53.0	151.0	0	5.0	0	0	0	0	0	0	9.0	0	111.0	92.0	0	0	0	267.0	3.0	0	0	2.0	7.0	0	33.0	0	0	0	5.0	3.0	9.0	0	2.0
G001553335	1.0	0	0	0	0	0	16.0	0	1.0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	15.0	0	0	0	0	0	1.0	3.0	7.0	0	0	0	1.0	0	8.0	0	2.0	0	0	0	0	0	1.0	4.0	0	0	0	2.0	0	0	0	0	2.0	0	8.0	0	5.0	0	0
G001553545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001553935	1.0	0	6.0	0	0	0	6.0	1.0	0	0	0	0	6.0	0	0	0	0	1.0	11.0	0	0	0	6.0	0	1.0	2.0	0	0	0	0	1.0	2.0	0	4.0	0	0	6.0	0	0	2.0	1.0	2.0	0	0	5.0	0	0	2.0	9.0	0	0	0	3.0	6.0	19.0	0	2.0	2.0	0	1.0	0	3.0	0	0	0	0	8.0	0	0	0	2.0	0	18.0	0	147.0	0	12.0	2.0	4.0
G001553955	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001556105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G001558415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001558935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001562845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571285	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0
G001571365	0	0	0	0	4.0	0	1.0	2.0	0	2.0	0	0	2.0	1.0	0	0	2.0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	3.0	0	0	0	2.0	0	0	0	0	0	0	1.0	2.0	0	0	0	1.0	0	3.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	2.0	0	0	1.0	0
