	14458.ERR2373139	14458.ERR2373140	14458.ERR2373058	14458.ERR2373061	14458.ERR2373067	14458.ERR2373068	14458.ERR2373069	14458.ERR2373074	14458.ERR2373075	14458.ERR2373076	14458.ERR2373077	14458.ERR2373098	14458.ERR2373078	14458.ERR2373080	14458.ERR2373083	14458.ERR2373081	14458.ERR2373085	14458.ERR2373055	14458.ERR2373103	14458.ERR2373106	14458.ERR2373107	14458.ERR2373138	14458.ERR2373144	14458.ERR2373146	14458.ERR2373050	14458.ERR2373053	14458.ERR2373052	14458.ERR2373125	14458.ERR2373089	14458.ERR2373090	14458.ERR2373092	14458.ERR2373093	14458.ERR2373095	14458.ERR2373096	14458.ERR2373097	14458.ERR2373133	14458.ERR2373109	14458.ERR2373112	14458.ERR2373110	14458.ERR2373111	14458.ERR2373134	14458.ERR2373118	14458.ERR2373121	14458.ERR2373122	14458.ERR2373119	14458.ERR2373123	14458.ERR2373124	14458.ERR2373117	14458.ERR2373127	14458.ERR2373136
G001598035	1.0	2.0	14.0	15.0	13.0	7.0	42.0	29.0	11.0	5.0	8.0	14.0	5.0	8.0	4.0	106.0	7.0	30.0	0	17.0	22.0	28.0	22.0	15.0	8.0	12.0	18.0	10.0	13.0	6.0	12.0	121.0	52.0	3.0	10.0	3.0	0	6.0	57.0	27.0	20.0	16.0	12.0	75.0	12.0	11.0	9.0	20.0	28.0	29.0
G001598255	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001598375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001598535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001602955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001603405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001603685	0	0	0	0	2.0	2.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	0	1.0	0	0	0	0	0	1.0	5.0	5.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	3.0	0	0	0	0
G001603745	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0
G001603905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001604185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0
G001604195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001604265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001604445	1.0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	1.0	0	0	1.0	0	1.0	0
G001605965	0	0	0	0	0	1.0	0	0	0	0	0	3.0	0	0	2.0	3.0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	3.0	0	0	2.0	1.0	0	4.0	0	0	1.0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	1.0
G001606005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001610955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001611135	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	68.0	0	0	1.0	0	0	0	0
G001611555	0	1.0	0	0	1.0	0	1.0	3.0	10.0	0	1.0	0	0	0	0	2.0	1.0	2.0	0	0	0	0	1.0	0	0	1.0	5.0	1.0	1.0	1.0	3.0	8.0	11.0	0	3.0	0	0	0	0	2.0	0	1.0	1.0	0	4.0	1.0	2.0	5.0	1.0	0
G001611775	0	1.0	2.0	58.0	2.0	4.0	59.0	59.0	1.0	1.0	3.0	8.0	68.0	18.0	2.0	92.0	2.0	1.0	1.0	4.0	38.0	33.0	85.0	1.0	18.0	1.0	9.0	3.0	2.0	0	5.0	23.0	65.0	2.0	2.0	2.0	1.0	3.0	22.0	9.0	0	0	12.0	2.0	11.0	12.0	2.0	13.0	10.0	89.0
G001611795	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0
G001612575	0	0	1.0	1.0	0	1.0	1.0	1.0	3.0	0	0	0	0	0	9.0	0	0	2.0	0	0	0	0	4.0	0	1.0	2.0	0	0	0	21.0	1.0	3.0	2.0	0	17.0	0	0	3.0	0	2.0	0	1.0	0	0	2.0	1.0	0	2.0	0	0
G001613465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001617355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001617605	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	2.0	0	1.0	0	1.0	4.0	0	2.0	1.0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	0	13.0	1.0	1.0	0	0	1.0	0	0	0	1.0	1.0	1.0
G001618885	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001619695	0	0	0	0	0	1.0	0	3.0	0	0	0	0	2.0	1.0	0	4.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	0
G001620305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001629475	0	0	0	0	0	0	12.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001630765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0
G001632285	0	0	0	39.0	0	1.0	0	115.0	0	0	0	0	0	0	0	40.0	0	0	0	0	0	0	7.0	0	0	0	0	0	19.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001632305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001632805	0	0	0	0	0	0	2.0	0	0	0	0	6.0	0	2.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	0	2.0
G001636145	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	0	0	0	0
G001636615	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	5.0	1.0	0	0	0	0	0	0	0	2.0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001638255	0	1.0	2.0	1.0	2.0	1.0	19.0	8.0	2.0	1.0	14.0	4.0	2.0	2.0	1.0	44.0	2.0	8.0	0	1.0	4.0	4.0	3.0	2.0	4.0	3.0	5.0	4.0	3.0	1.0	4.0	17.0	13.0	1.0	2.0	1.0	0	1.0	8.0	18.0	4.0	4.0	23.0	8.0	5.0	3.0	4.0	6.0	11.0	5.0
G001639025	0	0	2.0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	3.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G001639275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001640365	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G001641285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001641695	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G001642875	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001643095	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001643775	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	4.0	1.0	1.0	0	0
G001643955	1.0	1.0	0	1.0	1.0	1.0	4.0	4.0	10.0	1.0	1.0	0	3.0	2.0	1.0	2.0	1.0	7.0	0	1.0	2.0	1.0	2.0	0	0	2.0	6.0	0	0	1.0	4.0	9.0	17.0	0	1.0	0	1.0	0	0	2.0	0	0	0	1.0	23.0	4.0	5.0	2.0	1.0	1.0
G001644955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001649715	0	0	0	0	1.0	1.0	2.0	6.0	1.0	0	0	3.0	0	0	1.0	7.0	1.0	1.0	0	1.0	2.0	7.0	1.0	0	1.0	1.0	3.0	1.0	2.0	0	1.0	3.0	7.0	0	2.0	0	0	1.0	0	3.0	0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	0	0
G001652465	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	5.0	0	1.0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	1.0	0	0	1.0	0	0
G001652485	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001653755	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001654855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656095	0	0	0	4.0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656105	0	0	0	4.0	0	0	0	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656115	0	0	0	5.0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656125	0	0	0	4.0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656175	0	0	0	4.0	0	0	0	14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656195	0	0	0	4.0	0	0	0	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656205	0	0	0	4.0	0	0	0	12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656215	0	0	0	5.0	0	0	0	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G001656255	0	0	0	5.0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656275	0	0	0	4.0	0	0	0	12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656285	0	0	0	3.0	0	0	0	13.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	2.0	4.0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0
G001656335	0	0	0	2.0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656355	0	0	0	3.0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656375	0	0	0	2.0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656385	0	0	0	4.0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656415	0	0	0	5.0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656425	0	0	0	4.0	0	0	0	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001656455	0	0	0	5.0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G001656475	0	0	0	6.0	0	0	0	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001657475	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	4.0	0	0	1.0	1.0	0	0	0	0
G001659685	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001660655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	52.0	2.0	0	0	0	0	0	0	0
G001660705	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001661495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001661595	0	0	0	0	0	0	0	15.0	1.0	0	0	1.0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	5.0	2.0	0	1.0	0	1.0	0	0	0	1.0	3.0	8.0	0	0	0	0	1.0	3.0	0	0	0	0	0	4.0	1.0	2.0	0	1.0	0
G001663835	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	39.0	0	0	0	0	0	2.0	0	0	0	0	1.0	1.0	0	0	0	1.0	2.0	0	1.0	0	0	0	0	0	1.0	0	7.0	1.0	0	0	0	1.0	0	0
G001665955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001676765	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	3.0
G001676785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001677275	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001678465	0	0	0	1.0	0	1.0	4.0	9.0	0	0	1.0	0	2.0	13.0	0	8.0	0	2.0	0	1.0	2.0	1.0	7.0	0	0	2.0	1.0	0	5.0	0	9.0	1.0	2.0	0	0	1.0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	0	2.0	0	3.0
G001678905	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	3.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	3.0	0	0	1.0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0
G001679005	1.0	0	0	6.0	0	0	214.0	4.0	0	0	0	5.0	14.0	0	0	34.0	0	0	0	3.0	62.0	25.0	11.0	2.0	0	0	2.0	0	5.0	0	0	0	9.0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	7.0
G001679075	0	0	0	4.0	0	1.0	7.0	23.0	7.0	0	1.0	1.0	1.0	2.0	0	31.0	0	5.0	0	0	0	0	1.0	0	0	0	2.0	2.0	2.0	0	1.0	5.0	3.0	0	3.0	0	0	0	0	9.0	0	1.0	3.0	2.0	3.0	1.0	1.0	3.0	13.0	0
G001679105	0	0	0	36.0	0	0	0	116.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001679155	0	0	0	1.0	0	0	0	3.0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	37.0
G001679275	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	2.0
G001679325	107.0	833.0	288.0	727.0	1408.0	1455.0	30293.0	8120.0	662.0	372.0	1080.0	1146.0	3376.0	3752.0	751.0	19499.0	705.0	881.0	214.0	945.0	3068.0	307.0	2105.0	207.0	184.0	90.0	6838.0	2142.0	453.0	67.0	3064.0	2832.0	11042.0	152.0	1876.0	605.0	255.0	1042.0	505.0	4386.0	23.0	1.0	4642.0	1083.0	3471.0	2697.0	2641.0	8977.0	1470.0	1114.0
G001679345	0	0	0	35.0	0	0	0	106.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001683355	1314.0	7379.0	718.0	3356.0	20745.0	3364.0	5441.0	7940.0	47454.0	1429.0	7529.0	1462.0	1132.0	11892.0	7856.0	1847.0	10600.0	20840.0	192.0	15648.0	2312.0	1521.0	10846.0	597.0	2860.0	62733.0	25645.0	905.0	6353.0	4578.0	43610.0	51017.0	19509.0	401.0	6144.0	475.0	831.0	10012.0	668.0	5129.0	68.0	2430.0	3260.0	1975.0	61493.0	19573.0	28995.0	46941.0	1094.0	1208.0
G001685155	0	0	0	0	4.0	6.0	2.0	3.0	2.0	0	0	0	1.0	0	1.0	2.0	0	6.0	0	0	0	0	10.0	0	0	1.0	7.0	0	0	1.0	0	41.0	13.0	1.0	18.0	0	0	0	1.0	2.0	0	1.0	0	0	1.0	4.0	1.0	2.0	0	0
G001685165	0	0	0	0	4.0	5.0	1.0	2.0	2.0	0	0	0	0	1.0	0	3.0	0	5.0	0	0	0	0	10.0	0	0	1.0	6.0	0	0	0	0	41.0	14.0	1.0	16.0	0	0	0	2.0	2.0	0	0	0	0	1.0	4.0	1.0	2.0	0	0
G001686985	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G001687305	1.0	1.0	0	1.0	1.0	4.0	1.0	2.0	19.0	0	0	0	1.0	1.0	1.0	3.0	0	4.0	0	1.0	0	0	0	3.0	0	1.0	1.0	1.0	0	1.0	14.0	15.0	2.0	0	35.0	0	0	0	0	2.0	0	1.0	4.0	0	4.0	6.0	2.0	6.0	0	0
G001688625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	0	0
G001688965	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G001689415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001689425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	2.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0	0	0	0	0
G001689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690425	0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690445	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G001690495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G001690535	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001690585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001693385	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001693435	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G001693675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
