	14458.ERR2373139	14458.ERR2373140	14458.ERR2373058	14458.ERR2373061	14458.ERR2373067	14458.ERR2373068	14458.ERR2373069	14458.ERR2373074	14458.ERR2373075	14458.ERR2373076	14458.ERR2373077	14458.ERR2373098	14458.ERR2373078	14458.ERR2373080	14458.ERR2373083	14458.ERR2373081	14458.ERR2373085	14458.ERR2373055	14458.ERR2373103	14458.ERR2373106	14458.ERR2373107	14458.ERR2373138	14458.ERR2373144	14458.ERR2373146	14458.ERR2373050	14458.ERR2373053	14458.ERR2373052	14458.ERR2373125	14458.ERR2373089	14458.ERR2373090	14458.ERR2373092	14458.ERR2373093	14458.ERR2373095	14458.ERR2373096	14458.ERR2373097	14458.ERR2373133	14458.ERR2373109	14458.ERR2373112	14458.ERR2373110	14458.ERR2373111	14458.ERR2373134	14458.ERR2373118	14458.ERR2373121	14458.ERR2373122	14458.ERR2373119	14458.ERR2373123	14458.ERR2373124	14458.ERR2373117	14458.ERR2373127	14458.ERR2373136
G000299895	0	0	0	0	0	0	14.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000300005	1.0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
G000300135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000300455	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G000300875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000301035	1.0	5.0	1.0	10.0	23.0	12.0	40.0	52.0	21.0	4.0	10.0	19.0	7.0	5.0	6.0	290.0	5.0	74.0	0	4.0	51.0	38.0	34.0	17.0	5.0	10.0	38.0	17.0	7.0	13.0	25.0	306.0	44.0	19.0	21.0	1.0	1.0	5.0	223.0	29.0	5.0	3.0	18.0	158.0	19.0	39.0	5.0	52.0	4.0	16.0
G000301055	0	5.0	1.0	12.0	25.0	14.0	45.0	58.0	21.0	4.0	10.0	23.0	8.0	5.0	7.0	302.0	3.0	78.0	0	2.0	51.0	55.0	32.0	17.0	5.0	11.0	32.0	15.0	7.0	13.0	27.0	300.0	44.0	17.0	29.0	0	1.0	6.0	232.0	35.0	4.0	4.0	19.0	158.0	19.0	39.0	5.0	48.0	11.0	17.0
G000301075	0	0	1.0	3.0	0	1.0	13.0	7.0	0	0	0	0	0	1.0	0	11.0	0	4.0	0	0	6.0	6.0	1.0	0	0	0	1.0	0	0	0	0	1.0	8.0	1.0	0	1.0	0	0	2.0	0	0	0	0	1.0	0	16.0	1.0	1.0	1.0	3.0
G000302495	0	0	0	37.0	0	0	0	111.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000304215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G000304335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000304455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000306785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0
G000306965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000307265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000307305	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000307375	0	0	1.0	1.0	1.0	2.0	2.0	18.0	5.0	0	4.0	4.0	4.0	3.0	1.0	9.0	0	7.0	0	2.0	5.0	3.0	3.0	0	0	2.0	7.0	0	0	1.0	0	10.0	12.0	0	1.0	1.0	0	1.0	3.0	0	1.0	0	0	7.0	5.0	9.0	3.0	1.0	1.0	0
G000307855	0	1.0	2.0	3.0	2.0	2.0	6.0	6.0	2.0	1.0	2.0	3.0	2.0	2.0	0	27.0	1.0	8.0	0	1.0	2.0	4.0	3.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	17.0	8.0	0	2.0	0	0	0	7.0	5.0	5.0	4.0	3.0	11.0	4.0	1.0	0	4.0	24.0	4.0
G000307875	0	0	2.0	1.0	1.0	1.0	6.0	2.0	1.0	0	1.0	1.0	1.0	0	0	7.0	1.0	2.0	0	2.0	2.0	5.0	2.0	1.0	0	1.0	1.0	0	2.0	1.0	1.0	11.0	6.0	1.0	1.0	1.0	0	0	10.0	4.0	2.0	2.0	1.0	10.0	1.0	1.0	1.0	2.0	11.0	6.0
G000308055	103.0	496.0	22.0	55.0	344.0	472.0	788.0	193.0	1502.0	153.0	93.0	23.0	19.0	112.0	40.0	1220.0	556.0	924.0	6.0	40.0	57.0	54.0	11.0	36.0	47.0	229.0	872.0	724.0	123.0	92.0	155.0	2029.0	495.0	12.0	3458.0	9.0	21.0	428.0	14.0	897.0	45.0	349.0	740.0	298.0	1023.0	728.0	2234.0	1719.0	20.0	60.0
G000308255	0	0	1.0	1.0	5.0	1.0	3.0	7.0	25.0	0	2.0	1.0	1.0	3.0	0	4.0	1.0	7.0	0	2.0	1.0	1.0	2.0	0	1.0	3.0	19.0	1.0	2.0	1.0	6.0	5.0	10.0	0	3.0	0	0	3.0	0	1.0	1.0	1.0	0	1.0	27.0	7.0	4.0	11.0	3.0	1.0
G000308275	1.0	1.0	0	0	3.0	0	1.0	4.0	36.0	0	3.0	2.0	1.0	1.0	1.0	2.0	4.0	6.0	0	1.0	1.0	0	1.0	0	0	3.0	19.0	0	2.0	2.0	3.0	19.0	7.0	0	2.0	0	0	4.0	1.0	3.0	1.0	0	0	1.0	48.0	7.0	3.0	2.0	0	0
G000308295	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	2.0	1.0
G000308355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G000308395	0	1.0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	18.0	2.0	0	0	0	0	0	0	0	0	2.0
G000308655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000309565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	3.0	3.0	23.0	1.0	0	0	0	0	0	1.0
G000309585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	2.0	29.0	0	0	0	0	0	0	0
G000309605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	13.0	0	0	0	0	0	0	0
G000309705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	2.0	27.0	0	0	0	0	0	0	0
G000309765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	17.0	0	0	0	0	0	0	0
G000310145	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000310185	6.0	3.0	1.0	0	0	4.0	1.0	1.0	0	1.0	0	0	0	1.0	4.0	2.0	0	0	1.0	2.0	0	4.0	2.0	0	0	0	0	2.0	0	0	2.0	2.0	0	1.0	0	5.0	2.0	0	0	1.0	2.0	0	0	2.0	2.0	2.0	1.0	1.0	2.0	4.0
G000311745	1.0	2.0	1.0	3.0	13.0	3.0	6.0	19.0	38.0	0	2.0	2.0	2.0	27.0	2.0	9.0	2.0	43.0	0	7.0	3.0	2.0	8.0	1.0	4.0	8.0	27.0	1.0	5.0	6.0	9.0	13.0	12.0	1.0	6.0	0	0	7.0	1.0	4.0	1.0	3.0	2.0	1.0	76.0	32.0	7.0	10.0	1.0	0
G000311825	0	2.0	1.0	1.0	6.0	1.0	7.0	12.0	21.0	1.0	5.0	3.0	2.0	9.0	1.0	6.0	2.0	13.0	0	3.0	2.0	4.0	4.0	0	1.0	7.0	29.0	1.0	1.0	2.0	11.0	7.0	16.0	0	4.0	1.0	1.0	1.0	1.0	4.0	3.0	1.0	0	3.0	45.0	13.0	9.0	5.0	2.0	0
G000311845	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0
G000311865	0	1.0	0	2.0	3.0	4.0	3.0	2.0	13.0	0	2.0	3.0	0	3.0	2.0	6.0	1.0	8.0	0	1.0	1.0	2.0	1.0	0	2.0	3.0	13.0	0	0	1.0	11.0	6.0	7.0	0	3.0	1.0	1.0	0	0	3.0	2.0	1.0	1.0	3.0	8.0	3.0	7.0	3.0	0	0
G000311925	1.0	47.0	4.0	0	3.0	5.0	132.0	63.0	23.0	5.0	94.0	6.0	4.0	13.0	101.0	14.0	0	49.0	0	14.0	69.0	9.0	6.0	1.0	8.0	6.0	339.0	2.0	0	5.0	40.0	623.0	453.0	1.0	11.0	0	0	69.0	1.0	3.0	0	5.0	0	1.0	41.0	15.0	32.0	2.0	2.0	2.0
G000311985	2.0	1.0	1.0	0	4.0	1.0	2.0	2.0	35.0	0	1.0	1.0	1.0	2.0	0	6.0	2.0	2.0	0	1.0	1.0	0	3.0	0	1.0	1.0	11.0	0	0	2.0	4.0	6.0	11.0	0	7.0	0	0	4.0	2.0	2.0	1.0	0	0	0	17.0	11.0	1.0	2.0	1.0	0
G000312005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000312025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000312105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000312125	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000312325	0	0	1.0	0	5.0	1.0	3.0	7.0	25.0	0	2.0	1.0	1.0	3.0	0	4.0	1.0	7.0	0	3.0	1.0	1.0	2.0	0	1.0	3.0	19.0	1.0	2.0	1.0	6.0	5.0	10.0	0	3.0	0	0	3.0	0	2.0	1.0	1.0	0	1.0	28.0	7.0	4.0	11.0	3.0	0
G000312345	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000312365	0	0	0	0	3.0	2.0	7.0	7.0	11.0	1.0	1.0	1.0	1.0	3.0	0	26.0	1.0	5.0	0	2.0	0	0	0	0	2.0	1.0	10.0	1.0	0	0	2.0	5.0	3.0	0	4.0	0	0	1.0	0	11.0	3.0	1.0	2.0	2.0	11.0	5.0	2.0	7.0	9.0	1.0
G000312405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	0	0	0	0	0
G000312425	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000312445	7.0	24.0	11.0	29.0	85.0	80.0	23.0	92.0	331.0	9.0	31.0	65.0	10.0	13.0	58.0	81.0	54.0	98.0	0	44.0	16.0	32.0	80.0	6.0	10.0	129.0	104.0	18.0	3.0	61.0	206.0	233.0	422.0	1.0	105.0	4.0	4.0	40.0	25.0	31.0	253.0	145.0	9.0	4.0	181.0	183.0	155.0	120.0	14.0	3.0
G000312505	2.0	7.0	1.0	9.0	36.0	11.0	46.0	53.0	28.0	3.0	9.0	22.0	6.0	10.0	7.0	266.0	3.0	69.0	0	6.0	51.0	37.0	36.0	17.0	7.0	13.0	54.0	14.0	8.0	15.0	29.0	299.0	49.0	17.0	26.0	0	0	8.0	219.0	23.0	4.0	4.0	16.0	163.0	50.0	48.0	8.0	62.0	3.0	23.0
G000313565	1.0	1.0	0	2.0	39.0	5.0	14.0	39.0	9.0	0	5.0	5.0	3.0	4.0	5.0	203.0	2.0	31.0	0	1.0	40.0	171.0	8.0	32.0	1.0	9.0	6.0	3.0	1.0	2.0	9.0	110.0	43.0	8.0	7.0	0	0	1.0	172.0	4.0	0	1.0	3.0	32.0	13.0	16.0	1.0	11.0	2.0	5.0
G000314405	1.0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	3.0	0	1.0	0	0	0	0	0	0	0	0	0	3.0	1.0	1.0	1.0	0	0
G000314575	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000314675	2.0	3.0	2.0	0	0	4.0	0	1.0	1.0	0	0	1.0	0	0	0	3.0	1.0	4.0	1.0	2.0	1.0	3.0	1.0	0	1.0	0	0	6.0	0	1.0	0	0	0	0	3.0	2.0	0	0	2.0	3.0	0	3.0	4.0	2.0	0	1.0	4.0	2.0	8.0	2.0
G000314735	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0
G000314895	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000315235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000315365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000315445	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	9.0	0	0	1.0	0	0	0	0	1.0	2.0	0	0	0	2.0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0
G000315465	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000315485	0	13.0	1.0	1.0	16.0	5.0	19.0	37.0	19.0	1.0	12.0	10.0	1.0	3.0	28.0	6.0	1.0	28.0	1.0	12.0	19.0	50.0	10.0	2.0	2.0	2.0	58.0	1.0	0	7.0	43.0	130.0	161.0	1.0	10.0	0	0	21.0	7.0	16.0	1.0	6.0	0	1.0	47.0	15.0	16.0	4.0	2.0	1.0
G000315505	5.0	49.0	7.0	16.0	44.0	52.0	84.0	61.0	438.0	10.0	33.0	6.0	15.0	29.0	32.0	161.0	30.0	104.0	1.0	24.0	30.0	11.0	26.0	8.0	18.0	40.0	139.0	32.0	21.0	23.0	209.0	366.0	664.0	2.0	142.0	3.0	5.0	33.0	4.0	105.0	5.0	44.0	38.0	20.0	190.0	74.0	107.0	206.0	25.0	23.0
G000315525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000317125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000317595	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	6.0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0
G000317855	5.0	11.0	45.0	67.0	39.0	20.0	148.0	84.0	27.0	10.0	232.0	55.0	18.0	26.0	11.0	394.0	35.0	78.0	1.0	29.0	57.0	84.0	49.0	40.0	19.0	33.0	56.0	24.0	50.0	21.0	24.0	349.0	143.0	8.0	30.0	14.0	2.0	12.0	183.0	104.0	42.0	21.0	41.0	240.0	43.0	49.0	30.0	59.0	102.0	124.0
G000317935	0	0	0	0	1.0	0	0	0	1.0	0	0	0	2.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000317975	0	0	0	1.0	0	0	1.0	5.0	0	0	0	1.0	0	0	0	4.0	0	1.0	0	0	1.0	5.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	2.0	3.0	0	1.0	0	0	1.0	0	2.0	0	1.0	1.0	2.0	1.0	0	1.0	1.0	0	0
G000318095	5.0	56.0	717.0	4093.0	256.0	121.0	569.0	613271.0	2883.0	305.0	291.0	3679.0	290.0	1621.0	2061.0	114.0	411.0	7586.0	93.0	499.0	2986.0	26627.0	3894.0	24.0	172.0	68.0	354.0	31.0	826.0	174.0	370.0	609.0	222060.0	399.0	1734.0	14.0	25.0	254.0	9434.0	63.0	101.0	86.0	1.0	161.0	2724.0	521.0	738.0	289.0	48.0	63.0
G000318135	13.0	17.0	6.0	0	83.0	146.0	32.0	954.0	96.0	4.0	14.0	11.0	90.0	242.0	0	295.0	55.0	766.0	10.0	17.0	27.0	28.0	20.0	24.0	17.0	93.0	172.0	271.0	13.0	11.0	194.0	66.0	396.0	11.0	80.0	6.0	0	24.0	105.0	58.0	0	61.0	360.0	167.0	164.0	131.0	145.0	696.0	29.0	9.0
G000318255	10.0	16.0	113.0	110.0	116.0	107.0	30.0	123.0	266.0	5.0	20.0	34.0	157.0	220.0	53.0	253.0	6.0	571.0	5.0	59.0	80.0	77.0	202.0	5.0	6.0	77.0	248.0	31.0	21.0	57.0	225.0	127.0	493.0	4.0	83.0	18.0	21.0	34.0	37.0	472.0	1.0	49.0	3.0	10.0	137.0	371.0	79.0	1231.0	3.0	37.0
G000318295	3.0	22.0	88.0	857.0	115.0	475.0	104.0	457.0	233.0	36.0	44.0	75.0	398.0	358.0	29.0	134.0	67.0	785.0	51.0	97.0	333.0	14.0	231.0	2.0	20.0	154.0	243.0	14.0	9.0	69.0	128.0	154.0	793.0	2.0	141.0	99.0	55.0	53.0	82.0	763.0	0	9.0	12.0	35.0	187.0	646.0	390.0	793.0	22.0	71.0
G000318335	91.0	530.0	21.0	49.0	298.0	408.0	670.0	181.0	1701.0	120.0	76.0	21.0	11.0	90.0	47.0	1145.0	706.0	836.0	5.0	41.0	84.0	55.0	12.0	32.0	45.0	266.0	779.0	796.0	156.0	93.0	161.0	2049.0	562.0	16.0	3544.0	9.0	25.0	446.0	10.0	1098.0	42.0	429.0	928.0	277.0	1016.0	890.0	2348.0	1750.0	25.0	56.0
G000320345	0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	2.0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	2.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0
G000320465	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000320945	0	0	0	0	0	0	12.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000321025	1.0	8.0	2.0	12.0	27.0	13.0	60.0	63.0	28.0	3.0	10.0	22.0	7.0	13.0	12.0	284.0	3.0	83.0	0	5.0	50.0	39.0	41.0	19.0	5.0	14.0	61.0	16.0	7.0	17.0	30.0	310.0	62.0	19.0	28.0	1.0	1.0	6.0	225.0	33.0	10.0	8.0	16.0	151.0	42.0	65.0	10.0	56.0	3.0	19.0
G000321165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	1.0	0	0
G000321185	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000323285	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000323565	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000323645	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000323725	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000323785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000323825	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000324005	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000324145	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000324265	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000324305	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000324445	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000324485	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000324505	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000324625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000324905	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000324985	0	0	0	0	0	0	2.0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000325085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000325145	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000325165	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
