	14458.ERR2373068	14458.ERR2373096	14458.ERR2373109	14458.ERR2373092	14458.ERR2373133	14458.ERR2373106	14458.ERR2373103	14458.ERR2373097	14458.ERR2373125	14458.ERR2373112	14458.ERR2373076	14458.ERR2373134	14458.ERR2373093	14458.ERR2373121	14458.ERR2373090	14458.ERR2373089	14458.ERR2373111	14458.ERR2373050	14458.ERR2373095	14458.ERR2373077	14458.ERR2373058	14458.ERR2373061	14458.ERR2373067	14458.ERR2373098	14458.ERR2373107	14458.ERR2373139	14458.ERR2373140	14458.ERR2373146	14458.ERR2373138	14458.ERR2373144	14458.ERR2373085	14458.ERR2373083	14458.ERR2373080	14458.ERR2373078	14458.ERR2373081	14458.ERR2373069	14458.ERR2373074	14458.ERR2373075	14458.ERR2373136	14458.ERR2373110	14458.ERR2373117	14458.ERR2373053	14458.ERR2373055	14458.ERR2373052	14458.ERR2373118	14458.ERR2373124	14458.ERR2373127	14458.ERR2373123	14458.ERR2373119	14458.ERR2373122
G001548055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001548475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552035	4.0	2.0	1.0	25.0	2.0	4.0	0	16.0	9.0	3.0	1.0	11.0	53.0	6.0	5.0	213.0	84.0	284.0	40.0	16.0	12.0	45.0	39.0	9.0	9.0	2.0	3.0	22.0	55.0	9.0	5.0	3.0	19.0	2.0	191.0	117.0	64.0	5.0	16.0	22.0	27.0	52.0	25.0	296.0	6.0	7.0	14.0	4.0	12.0	42.0
G001552075	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552095	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	3.0	1.0	0	0	2.0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	8.0	3.0	0	0	0	0	1.0	0	2.0	2.0	1.0	1.0	0	1.0	1.0	1.0
G001552115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552295	5.0	6.0	0	9.0	0	0	0	9.0	6.0	2.0	1.0	1.0	94.0	6.0	4.0	2.0	8.0	1.0	15.0	3.0	0	5.0	7.0	7.0	16.0	0	2.0	6.0	19.0	9.0	1.0	3.0	1.0	2.0	94.0	12.0	22.0	7.0	6.0	71.0	16.0	4.0	22.0	11.0	2.0	2.0	1.0	16.0	6.0	61.0
G001552355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552375	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552735	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001552785	17.0	1.0	1.0	21.0	0	1.0	0	56.0	8.0	5.0	1.0	0	36.0	2.0	2.0	1.0	3.0	1.0	11.0	1.0	0	1.0	5.0	0	1.0	1.0	9.0	0	0	2.0	7.0	1.0	2.0	0	1.0	4.0	3.0	47.0	0	1.0	23.0	3.0	19.0	11.0	3.0	7.0	0	27.0	62.0	0
G001553005	4.0	0	0	6.0	0	2.0	0	4.0	5.0	3.0	1.0	12.0	19.0	7.0	3.0	1.0	21.0	2.0	23.0	3.0	1.0	10.0	3.0	5.0	3.0	0	3.0	1.0	4.0	1.0	2.0	1.0	3.0	3.0	44.0	25.0	16.0	17.0	2.0	4.0	9.0	2.0	20.0	12.0	2.0	6.0	15.0	7.0	64.0	5.0
G001553115	2.0	2.0	0	6.0	0	3.0	0	2.0	2.0	3.0	0	2.0	30.0	2.0	1.0	1.0	3.0	1.0	6.0	2.0	1.0	1.0	4.0	2.0	5.0	0	1.0	2.0	5.0	4.0	0	2.0	2.0	1.0	31.0	5.0	13.0	8.0	1.0	18.0	7.0	4.0	10.0	10.0	1.0	4.0	1.0	9.0	14.0	12.0
G001553225	112.0	13.0	7.0	800.0	5.0	183.0	6.0	1340.0	34.0	154.0	67.0	14.0	902.0	64.0	151.0	42.0	252.0	51.0	1586.0	227.0	64.0	55.0	356.0	52.0	89.0	15.0	93.0	23.0	46.0	280.0	478.0	270.0	194.0	62.0	84.0	134.0	238.0	3203.0	24.0	300.0	994.0	510.0	583.0	663.0	187.0	474.0	37.0	432.0	1315.0	33.0
G001553405	2.0	1.0	0	34.0	0	2.0	0	27.0	2.0	2.0	1.0	1.0	48.0	1.0	4.0	2.0	3.0	1.0	20.0	5.0	0	1.0	9.0	2.0	6.0	0	4.0	2.0	12.0	7.0	2.0	7.0	1.0	1.0	18.0	28.0	15.0	51.0	5.0	10.0	10.0	4.0	17.0	14.0	2.0	4.0	1.0	11.0	61.0	10.0
G001553545	3.0	0	0	3.0	2.0	1.0	0	1.0	0	6.0	0	0	2.0	0	2.0	0	5.0	0	11.0	0	6.0	5.0	3.0	0	3.0	0	0	0	1.0	3.0	1.0	16.0	2.0	5.0	5.0	2.0	3.0	34.0	0	1.0	14.0	1.0	11.0	3.0	0	2.0	0	25.0	2.0	0
G001553565	1.0	0	0	2.0	0	0	0	8.0	0	0	0	0	3.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	4.0	0	0	0	1.0	1.0	1.0	8.0	0	0	1.0	1.0	793.0	0	1.0	1.0	0	2.0	1.0	0
G001553605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001553625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595.0	2.0	0	0	226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284.0	318.0	14.0	4.0	0	41.0	0	0	0
G001553855	85.0	16.0	5.0	210.0	18.0	37.0	3.0	794.0	295.0	59.0	23.0	76.0	1481.0	973.0	78.0	132.0	588.0	40.0	1342.0	65.0	70.0	268.0	69.0	145.0	154.0	19.0	32.0	69.0	121.0	62.0	90.0	87.0	74.0	202.0	828.0	324.0	1068.0	248.0	141.0	229.0	365.0	175.0	2464.0	220.0	245.0	544.0	238.0	192.0	159.0	296.0
G001553955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001558355	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G001558775	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	1.0	0	0	0
G001558935	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001559015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001559775	0	0	0	3.0	0	0	0	0	1.0	1.0	0	1.0	4.0	1.0	1.0	2.0	2.0	2.0	6.0	1.0	0	3.0	3.0	4.0	2.0	0	0	0	7.0	2.0	1.0	1.0	1.0	1.0	3.0	9.0	7.0	5.0	1.0	1.0	2.0	2.0	7.0	7.0	0	2.0	0	4.0	1.0	4.0
G001559795	1.0	0	0	9.0	2.0	1.0	0	1.0	0	0	0	0	4.0	0	0	10.0	0	3.0	42.0	2.0	0	1.0	6.0	1.0	2.0	0	1.0	0	0	28.0	2.0	5.0	9.0	0	6.0	14.0	19.0	10.0	1.0	0	3.0	1.0	15.0	45.0	0	0	2.0	11.0	14.0	5.0
G001559865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001563495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001570485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001570685	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	11.0	0	0	1.0	0	4.0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	5.0	2.0	0	2.0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	1.0
G001570805	1.0	0	0	6.0	0	0	0	9.0	0	1.0	0	0	4.0	0	0	0	0	0	2.0	1.0	0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	4.0	1.0	2.0	8.0	0	0	2.0	1.0	2.0	3.0	2.0	3.0	0	2.0	4.0	1.0
G001570845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001570865	2.0	0	0	1.0	0	0	0	1.0	2.0	1.0	0	1.0	11.0	4.0	0	0	6.0	0	2.0	0	0	1.0	0	0	1.0	0	2.0	0	0	1.0	1.0	0	1.0	1.0	33.0	9.0	1.0	1.0	1.0	0	4.0	1.0	5.0	5.0	2.0	2.0	0	3.0	5.0	1.0
G001570885	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001570905	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G001570925	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001570965	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001570985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571145	2.0	4.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G001571165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571225	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G001571245	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001571285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0
G001571305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G001571325	7.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	0	0	0	1.0	1.0	0	1.0	1.0	0	1.0	2.0	1.0	1.0	1.0	0	2.0	4.0	0	2.0	2.0	0	1.0	1.0	3.0	1.0	1.0	1.0	0	1.0	4.0	0	1.0	1.0	1.0	1.0	0	2.0
G001571425	0	0	0	3.0	0	0	0	1.0	0	0	0	0	5.0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	1.0	0	1.0	5.0	0
G001571775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0
G001574445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001577305	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001580365	1.0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	6.0	2.0	0	0	3.0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	1.0	1.0	14.0	4.0	0	1.0	0	0	3.0	0	2.0	2.0	0	2.0	0	2.0	1.0	1.0
G001582015	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G001584165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001584205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001584405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G001584615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001586155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001586165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G001586235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001587155	3.0	1.0	2.0	2.0	3.0	6.0	2.0	1.0	12.0	0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0	4.0	2.0	1.0	2.0	6.0	4.0	4.0	1.0	1.0	5.0	3.0	1.0	2.0	2.0	1.0	1.0	0	4.0	2.0	6.0	0	1.0	0	1.0	1.0	3.0	2.0	5.0	5.0	1.0	4.0
G001590885	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	3.0	2.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	0
G001590905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G001590945	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	311.0	0	0	0	0	0	0	0	0
G001590965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001590985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591005	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591305	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G001591365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591685	0	0	0	2.0	0	0	0	1.0	1.0	0	0	0	4.0	5.0	0	0	3.0	0	2.0	1.0	0	2.0	0	1.0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	17.0	1.0	3.0	2.0	0	0	0	1.0	3.0	3.0	0	1.0	0	1.0	0	1.0
G001591705	0	0	0	1.0	0	0	0	1.0	0	1.0	0	4.0	5.0	1.0	0	0	2.0	1.0	3.0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	5.0	2.0	1.0	1.0	0	1.0	3.0	0	3.0	2.0	3.0	1.0	5.0	0	1.0	3.0
G001591745	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	1.0	0	2.0	0	1.0	1.0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	4.0	1.0	1.0	0	1.0	1.0	0	0	1.0	0	0	0	1.0	0	0	1.0
G001591765	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	1.0	0	2.0	0	1.0	0	0	1.0	0	0	0	3.0
G001591845	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001591885	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G001591985	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001592085	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001592165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001592185	2.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	2.0	0	0	1.0	0	5.0	0	0	1.0	0	0	2.0	0	0	0	0	2.0	0	0	1.0	3.0	11.0	2.0	7.0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	4.0	0
G001592205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0
G001592225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G001592245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001592265	1.0	0	2.0	0	0	0	0	4.0	7.0	0	0	0	2.0	2.0	2.0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	4.0	0	0	0	1.0
G001592285	1.0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001592305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G001592325	23.0	1.0	1.0	11.0	2.0	10.0	0	14.0	9.0	0	3.0	0	17.0	28.0	3.0	3.0	1.0	1.0	86.0	7.0	2.0	0	20.0	12.0	3.0	2.0	22.0	0	8.0	61.0	10.0	4.0	24.0	3.0	14.0	2.0	12.0	49.0	1.0	2.0	61.0	12.0	24.0	49.0	0	23.0	2.0	8.0	13.0	3.0
G001592345	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001592365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001593385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001593525	1031.0	17.0	22.0	301.0	40.0	50.0	28.0	310.0	108.0	94.0	33.0	58.0	600.0	334.0	21.0	94.0	281.0	90.0	803.0	61.0	87.0	74.0	90.0	84.0	122.0	8.0	31.0	34.0	119.0	208.0	117.0	41.0	159.0	54.0	2182.0	287.0	493.0	205.0	46.0	84.0	444.0	194.0	261.0	248.0	45.0	61.0	159.0	199.0	115.0	117.0
G001593985	2.0	5.0	0	15.0	0	1.0	0	15.0	3.0	2.0	1.0	1.0	74.0	4.0	4.0	2.0	7.0	2.0	14.0	2.0	0	3.0	8.0	6.0	12.0	0	2.0	6.0	10.0	7.0	1.0	1.0	1.0	1.0	69.0	15.0	15.0	6.0	4.0	61.0	12.0	3.0	19.0	7.0	1.0	1.0	1.0	10.0	17.0	48.0
G001597285	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001598035	1.0	0	0	2.0	1.0	3.0	0	1.0	1.0	1.0	1.0	3.0	16.0	2.0	1.0	1.0	5.0	2.0	7.0	1.0	1.0	1.0	1.0	1.0	2.0	0	0	1.0	3.0	2.0	1.0	1.0	1.0	0	14.0	4.0	4.0	1.0	3.0	5.0	3.0	1.0	6.0	2.0	2.0	1.0	3.0	2.0	2.0	7.0
G001598055	4.0	1.0	1.0	1.0	1.0	3.0	0	1.0	4.0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	1.0	3.0	0	2.0	1.0	0	3.0	0	1.0	1.0	0	1.0	1.0	2.0	0	0	0	1.0	1.0	0	2.0	1.0	2.0	1.0	2.0
G001598235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
