	14458.ERR2373068	14458.ERR2373096	14458.ERR2373109	14458.ERR2373092	14458.ERR2373133	14458.ERR2373106	14458.ERR2373103	14458.ERR2373097	14458.ERR2373125	14458.ERR2373112	14458.ERR2373076	14458.ERR2373134	14458.ERR2373093	14458.ERR2373121	14458.ERR2373090	14458.ERR2373089	14458.ERR2373111	14458.ERR2373050	14458.ERR2373095	14458.ERR2373077	14458.ERR2373058	14458.ERR2373061	14458.ERR2373067	14458.ERR2373098	14458.ERR2373107	14458.ERR2373139	14458.ERR2373140	14458.ERR2373146	14458.ERR2373138	14458.ERR2373144	14458.ERR2373085	14458.ERR2373083	14458.ERR2373080	14458.ERR2373078	14458.ERR2373081	14458.ERR2373069	14458.ERR2373074	14458.ERR2373075	14458.ERR2373136	14458.ERR2373110	14458.ERR2373117	14458.ERR2373053	14458.ERR2373055	14458.ERR2373052	14458.ERR2373118	14458.ERR2373124	14458.ERR2373127	14458.ERR2373123	14458.ERR2373119	14458.ERR2373122
G000002415	13.0	32.0	9.0	30.0	11.0	7.0	11.0	17.0	16.0	9.0	8.0	9.0	35.0	3.0	10.0	13.0	21.0	15.0	47.0	0	13.0	10.0	9.0	22.0	31.0	5.0	7.0	33.0	10.0	2.0	4.0	5.0	2.0	5.0	5.0	13.0	16.0	13.0	5.0	8.0	24.0	3.0	4.0	6.0	15.0	11.0	13.0	6.0	9.0	4.0
G000002445	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G000002515	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000002525	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000002545	0	0	0	0	0	0	0	0	2.0	0	0	69.0	0	2482.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000002655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000002725	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000002825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	4.0	0
G000002845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000002855	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000003835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000004695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
G000005845	0	0	1.0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	1.0
G000006335	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000006355	61.0	215.0	33.0	194.0	76.0	54.0	69.0	116.0	103.0	56.0	30.0	69.0	222.0	27.0	104.0	64.0	151.0	124.0	357.0	29.0	94.0	59.0	62.0	130.0	253.0	51.0	62.0	227.0	58.0	18.0	52.0	43.0	26.0	42.0	37.0	58.0	82.0	54.0	43.0	81.0	197.0	22.0	40.0	109.0	104.0	83.0	95.0	56.0	97.0	35.0
G000006565	289.0	596.0	194.0	669.0	390.0	260.0	230.0	398.0	369.0	244.0	169.0	368.0	545.0	154.0	337.0	219.0	442.0	448.0	1104.0	122.0	340.0	342.0	201.0	502.0	655.0	236.0	253.0	522.0	151.0	55.0	272.0	185.0	199.0	204.0	196.0	261.0	241.0	214.0	189.0	248.0	704.0	155.0	182.0	284.0	510.0	291.0	358.0	203.0	374.0	153.0
G000006765	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000006925	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	2.0	0	0	0	0	4.0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	5.0	0	2.0	0	0	0	0	1.0	0	0	0
G000006945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000007145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000007245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000007485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	24.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
G000007745	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	1.0	1.0	6.0	0	0	2.0	0	1.0	2.0	0	0	0	1.0	2.0	0	0	1.0	4.0	5.0	5.0	3.0	0	4.0	1.0	2.0	0	0	3.0	0	0	1.0	1.0	1.0	0
G000008185	407.0	1.0	44.0	205.0	219.0	102.0	1.0	514.0	121.0	1.0	82.0	5.0	589.0	0	825.0	65.0	0	0	891.0	581.0	8.0	1.0	7.0	88.0	16.0	23.0	25.0	80.0	290.0	37.0	60.0	48.0	334.0	1.0	104.0	395.0	211.0	1205.0	12.0	56.0	2.0	1432.0	2181.0	156.0	1218.0	235.0	251.0	6.0	1012.0	68.0
G000008325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000008465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000008865	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0
G000009145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000009305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000010005	0	0	0	0	0	0	0	0	0	0	0	10.0	32.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	1.0	0	0	0	0	104.0	0	0	0	0	0	15.0	0	1.0	0	0	0	0	0	0	1.0
G000010125	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0
G000010265	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	1.0	0	0	1.0	2.0	0	0	0	0	1.0	0	0	0	0	1.0
G000010425	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0
G000010505	402.0	1.0	2.0	7.0	786.0	9.0	1.0	18.0	3.0	740.0	177.0	22.0	29.0	0	2903.0	3.0	1.0	104.0	7995.0	53.0	7.0	1.0	92.0	5.0	189.0	162.0	1.0	1.0	28.0	13.0	12.0	28.0	38.0	361.0	1117.0	2.0	23.0	4786.0	3.0	13.0	18.0	5158.0	5211.0	271.0	1437.0	3222.0	3.0	213.0	161.0	5.0
G000011065	0	0	0	0	0	1.0	0	1.0	0	2.0	0	0	1.0	1.0	1.0	0	3.0	1.0	13.0	0	1.0	1.0	2.0	0	2.0	0	0	0	2.0	0	0	3.0	1.0	0	1.0	0	3.0	7.0	0	2.0	15.0	0	4.0	15.0	1.0	1.0	0	1.0	29.0	0
G000011245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000011325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000011365	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000011905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	2.0	2.0	0	0	0	0	2.0	0
G000012825	0	0	0	1.0	0	1.0	0	1.0	0	1.0	0	0	5.0	0	0	0	0	0	13.0	0	1.0	1.0	0	1.0	1.0	0	0	0	5.0	3.0	0	14.0	2.0	1.0	0	1.0	19.0	2.0	0	7.0	0	0	2.0	1.0	0	2.0	0	1.0	5.0	0
G000012845	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	0	4.0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0
G000013285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013425	0	0	0	0	0	0	0	0	0	0	0	111.0	3.0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	9.0	1.0	0	0	87.0	0	0	0	0	0
G000013605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000013645	0	0	0	1.0	0	0	0	0	2.0	0	1.0	0	0	3.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	1.0	0	0	0	2.0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0
G000013725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013985	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014425	0	0	0	1.0	0	0	0	0	1.0	4.0	0	76.0	0	2408.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	16.0	0	0
G000014445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014965	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015325	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000015565	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	2.0
G000016505	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	4.0	1.0	0	0	1.0	2.0	1.0	0	0	1.0	1.0	0	0	0	0	1.0
G000016525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016765	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016825	0	0	0	0	0	0	0	1.0	0	0	0	10.0	26.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	1.0	0	0	0	0	103.0	0	0	0	0	0	13.0	0	1.0	0	0	0	0	0	0	1.0
G000016985	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G000017305	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000017545	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0
G000017585	0	0	0	0	0	1.0	0	5.0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	0	0	0	0	0	1.0	0	0	0	1.0	20.0	0
G000018045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0	0	0	0	0	0	0	0	0
G000018685	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	2.0	1.0	0	1.0	0	1.0	2.0	0
G000018785	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000018885	1.0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0
G000019205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000019245	0	0	0	0	0	0	0	1.0	2.0	0	0	16.0	0	1133.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.0	0	0	2.0	0	0	1.0	0	2.0	0	9.0	0	0	1.0	0	0
G000019345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020045	1.0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000020125	9.0	2.0	0	1.0	6.0	0	0	5.0	6.0	0	0	0	0	1.0	3.0	0	1.0	4.0	2.0	1.0	1.0	1.0	3.0	3.0	2.0	3.0	1.0	2.0	2.0	1.0	0	5.0	2.0	2.0	4.0	1.0	5.0	2.0	1.0	0	0	1.0	0	1.0	1.0	1.0	8.0	1.0	1.0	4.0
G000020425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	18.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0	0	0	0	0	0	0	0	4.0	0	9.0	31.0	0
G000021265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000022025	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0
G000022065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000022305	5.0	1.0	1.0	0	1.0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	2.0	1.0	2.0	1.0	2.0	0	0	4.0	0	0	0	0	0	0	0	0	2.0	2.0	0	0
G000022325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023145	0	0	0	0	0	0	0	1.0	0	0	0	248.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	1.0	6.0	0	0	0	0	0	0	0	0	1.0	0	0
G000023205	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	4.0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0
G000023285	102.0	8.0	18.0	220.0	18.0	41.0	4.0	82.0	25.0	41.0	3.0	1.0	135.0	3.0	58.0	24.0	535.0	1.0	592.0	23.0	129.0	74.0	147.0	34.0	57.0	9.0	20.0	7.0	81.0	224.0	5.0	68.0	267.0	130.0	270.0	30.0	116.0	250.0	32.0	48.0	1419.0	87.0	618.0	283.0	46.0	86.0	4.0	388.0	129.0	12.0
G000023685	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	5.0	0	0	0	1.0	0	1.0	0	0	0	0	0	2.0	0	0	0	1.0	1.0	0	0	0	1.0	8.0	1.0	1.0	0	0	4.0	1.0	0	1.0	1.0	0	0	0	0	0	2.0
G000023845	2.0	15.0	4.0	122.0	2.0	3.0	0	487.0	48.0	16.0	4.0	0	59.0	0	277.0	6.0	12.0	0	10.0	2.0	1.0	0	7.0	2.0	0	0	14.0	3.0	4.0	2.0	2.0	2.0	5.0	5.0	12.0	1.0	7.0	173.0	2.0	0	126.0	8.0	1.0	10.0	346.0	1.0	0	1.0	13.0	0
G000023885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000023905	122.0	1.0	3.0	149.0	5.0	15.0	4.0	75.0	41.0	31.0	5.0	4.0	350.0	2.0	32.0	24.0	91.0	25.0	489.0	8.0	77.0	22.0	128.0	30.0	32.0	6.0	7.0	6.0	12.0	158.0	68.0	33.0	76.0	99.0	14.0	76.0	127.0	323.0	25.0	5.0	389.0	134.0	470.0	609.0	3.0	69.0	21.0	357.0	619.0	27.0
G000023925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024065	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024105	0	0	0	2.0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	6.0	0	0	1.0	1.0	0	3.0	0	1.0	0	2.0	2.0	0
G000024225	323.0	96.0	42.0	10726.0	0	178.0	5.0	5411.0	551.0	797.0	145.0	238.0	5356.0	1.0	391.0	141.0	1109.0	102.0	2422.0	434.0	129.0	197.0	722.0	100.0	85.0	104.0	647.0	72.0	115.0	304.0	299.0	408.0	348.0	43.0	198.0	215.0	218.0	9878.0	15.0	55.0	2357.0	868.0	1585.0	922.0	1776.0	760.0	130.0	1623.0	7457.0	71.0
G000024265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0
G000024285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024405	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	1.0	2.0	0	0	1.0	0	2.0	0	0	0	0	2.0	1.0	0
G000024565	1.0	0	0	1.0	0	10.0	0	2.0	0	5.0	0	1.0	168.0	0	7.0	0	2.0	2.0	12.0	1.0	0	2.0	9.0	0	0	0	2.0	1.0	0	6.0	0	0	6.0	0	18.0	2.0	3.0	36.0	0	0	33.0	19.0	13.0	14.0	13.0	4.0	0	35.0	53.0	2.0
G000024765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0
G000024785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0
G000024925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024945	1602.0	87.0	176.0	2571.0	54.0	305.0	34.0	7453.0	1341.0	669.0	165.0	1215.0	16673.0	492.0	695.0	335.0	3144.0	183.0	33636.0	275.0	227.0	300.0	564.0	485.0	1347.0	113.0	716.0	71.0	223.0	366.0	448.0	696.0	591.0	260.0	31949.0	3391.0	7191.0	4068.0	68.0	58.0	5471.0	1413.0	5587.0	2198.0	6411.0	2447.0	1060.0	1869.0	1567.0	230.0
G000024965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
