	14458.ERR2373049	14458.ERR2373113	14458.ERR2373132	14458.ERR2373070	14458.ERR2373108	14458.ERR2373088	14458.ERR2373071	14458.ERR2373059	14458.ERR2373065	14458.ERR2373066	14458.ERR2373099	14458.ERR2373105	14458.ERR2373104	14458.ERR2373102	14458.ERR2373141	14458.ERR2373142	14458.ERR2373135	14458.ERR2373137	14458.ERR2373079	14458.ERR2373084	14458.ERR2373082	14458.ERR2373130	14458.ERR2373131	14458.ERR2373051	14458.ERR2373116	14458.ERR2373057	14458.ERR2373054	14458.ERR2373120	14458.ERR2373126
G003337315	1.0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0
G003337555	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003339505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003339645	31.0	52.0	52.0	54.0	70.0	28.0	25.0	7.0	42.0	20.0	21.0	46.0	62.0	22.0	23.0	56.0	29.0	17.0	13.0	29.0	20.0	28.0	29.0	34.0	91.0	21.0	19.0	31.0	44.0
G003339945	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	6.0	0	0	0	0	0	0	0	0	0
G003339975	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	6.0	0	0	0	0	0	0	0	0	0
G003340105	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	6.0	0	0	0	0	0	0	0	0	0
G003340315	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003340385	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	10.0	0	0	0	0	0	0	1.0	0	0
G003340555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0
G003343305	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003344635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003344785	0	3.0	0	0	0	3.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0
G003344945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G003345255	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	2.0	0	0
G003347205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003350205	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003350475	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003351225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003351345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G003351545	159.0	35.0	13.0	35.0	1.0	2051.0	119.0	2.0	222.0	385.0	31.0	10.0	9.0	401.0	5.0	249.0	79.0	169.0	58.0	100.0	2.0	257.0	153.0	87.0	21.0	40.0	285.0	30.0	369.0
G003351565	90.0	12.0	5.0	24.0	0	223.0	87.0	3.0	28.0	282.0	46.0	9.0	17.0	166.0	2.0	52.0	102.0	86.0	1.0	64.0	1.0	130.0	144.0	93.0	46.0	111.0	263.0	12.0	137.0
G003352185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003353055	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003353175	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G003355195	137.0	9.0	11.0	14.0	0	231.0	104.0	3.0	39.0	148.0	52.0	13.0	23.0	238.0	4.0	73.0	55.0	98.0	2.0	104.0	2.0	176.0	121.0	121.0	34.0	115.0	264.0	7.0	154.0
G003363255	1.0	2.0	0	0	0	5.0	0	0	0	2.0	0	2.0	0	1.0	0	0	1.0	1.0	0	3.0	2.0	0	2.0	2.0	5.0	1.0	16.0	0	4.0
G003363715	0	2.0	0	1.0	0	3.0	1.0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	0	2.0
G003367705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003367905	1.0	6.0	0	1.0	0	21.0	1.0	0	0	0	0	1.0	3.0	0	1.0	1.0	4.0	0	1.0	21.0	2.0	5.0	1.0	13.0	22.0	1.0	2.0	3.0	4.0
G003368685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003368705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003368785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003369445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003369815	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G003383595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G003384605	1.0	0	1.0	3.0	0	0	0	0	0	1.0	0	0	2.0	0	0	7.0	0	0	0	0	0	0	2.0	0	2.0	0	9.0	0	0
G003384725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003385395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G003385495	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003385515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003385595	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G003386075	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	1.0
G003386865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G003387155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003390495	0	2.0	0	3.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G003397585	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
G003397685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003397705	1.0	0	0	3.0	2.0	10.0	0	0	0	2.0	0	1.0	2.0	8.0	0	1.0	0	0	1.0	1.0	0	1.0	6.0	1.0	5.0	2.0	1.0	0	1.0
G003402235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G003402615	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0
G003402975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003412465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003416765	5.0	4.0	1.0	3.0	0	10.0	0	0	0	0	0	0	2.0	3.0	0	1.0	2.0	0	1.0	3.0	1.0	3.0	0	1.0	7.0	1.0	0	9.0	5.0
G003417535	0	0	0	3.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0
G003423365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G003423665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003428195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003428485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0
G003431405	1.0	1.0	0	0	0	4.0	1.0	0	0	1.0	1.0	1.0	0	78.0	1.0	6.0	8.0	15.0	0	2.0	1.0	7.0	23.0	1.0	1.0	12.0	2.0	0	45.0
G003432035	0	0	0	5.0	0	4.0	0	0	0	0	0	0	6.0	0	0	12.0	0	0	0	0	5.0	70.0	1.0	4.0	0	0	0	2.0	0
G003433695	5.0	2.0	3.0	2.0	16.0	8.0	4.0	6.0	14.0	2.0	1.0	3.0	1.0	25.0	1.0	3.0	2.0	0	0	7.0	33.0	9.0	6.0	4.0	3.0	3.0	3.0	3.0	9.0
G003433795	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	3.0	1.0	0	0	0	0
G003433955	7.0	5.0	5.0	4.0	10.0	18.0	2.0	10.0	33.0	3.0	4.0	2.0	2.0	39.0	1.0	3.0	3.0	1.0	1.0	13.0	65.0	12.0	7.0	5.0	4.0	5.0	3.0	4.0	19.0
G003435335	0	2.0	1.0	1.0	0	7.0	0	0	0	1.0	2.0	1.0	1.0	1.0	0	0	0	1.0	0	3.0	1.0	2.0	4.0	5.0	1.0	1.0	1.0	1.0	4.0
G003435485	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	1.0	0	0	0	1.0
G003438245	188.0	208.0	56.0	51.0	114.0	502.0	188.0	81.0	324.0	520.0	200.0	289.0	213.0	1455.0	18.0	424.0	85.0	141.0	55.0	777.0	430.0	221.0	1387.0	815.0	559.0	213.0	330.0	138.0	3655.0
G003443515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003443895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003454775	123.0	426.0	12.0	193.0	62.0	307.0	498.0	116.0	126.0	229.0	37.0	125.0	848.0	309.0	18.0	698.0	118.0	127.0	437.0	114.0	134.0	487.0	6714.0	747.0	536.0	482.0	132.0	247.0	87.0
G003457595	0	1.0	0	2.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	2.0	2.0	1.0	1.0	0	0
G003457795	0	1.0	2.0	3.0	0	2.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	1.0	2.0	4.0	1.0	1.0	0	0
G003459085	0	1.0	0	1.0	0	2.0	0	0	0	0	0	1.0	0	3.0	0	1.0	1.0	1.0	0	3.0	0	2.0	10.0	2.0	1.0	0	4.0	0	2.0
G003464225	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0
G003466005	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	1.0	1.0	4.0	1.0	0	0	0	2.0
G003467385	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	4.0	0	0	0	1.0	0	0	0	0	1.0
G003468475	0	0	0	2.0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	5.0	0	0	1.0	1.0	0	0	0	0	0
G003470375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0
G003470435	0	0	0	1.0	1.0	2.0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
G003472935	0	2.0	0	1.0	0	2.0	2.0	0	0	0	3.0	0	2.0	1.0	1.0	0	0	0	0	1.0	1.0	3.0	3.0	3.0	2.0	2.0	2.0	0	2.0
G003475105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G003475485	8.0	5.0	6.0	4.0	10.0	16.0	2.0	10.0	35.0	2.0	3.0	2.0	2.0	44.0	1.0	2.0	4.0	1.0	1.0	11.0	64.0	13.0	6.0	5.0	3.0	4.0	1.0	3.0	19.0
G003490325	188.0	26.0	12.0	19.0	1.0	330.0	167.0	3.0	53.0	233.0	65.0	26.0	22.0	429.0	4.0	101.0	76.0	109.0	2.0	182.0	4.0	269.0	161.0	173.0	50.0	123.0	330.0	7.0	226.0
G003499275	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G003515105	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003515685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G003515705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G003515945	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003546865	6.0	4.0	5.0	2.0	6.0	12.0	4.0	8.0	28.0	13.0	2.0	2.0	6.0	31.0	0	2.0	3.0	1.0	1.0	7.0	44.0	10.0	4.0	3.0	3.0	5.0	3.0	3.0	13.0
G003550065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0
G003568725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0
G003568965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003568985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003570845	0	318.0	4.0	10.0	54.0	606.0	111.0	55.0	116.0	19.0	49.0	12.0	525.0	182.0	26.0	286.0	199.0	37.0	120.0	74.0	151.0	168.0	2653.0	944.0	700.0	655.0	98.0	115.0	96.0
G003570885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	0
G003571725	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	6.0	0	0	0	1.0	0	0
G003572535	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003573545	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G003574215	0	0	2.0	16.0	0	0	2.0	0	0	2.0	2.0	2.0	0	1.0	0	0	0	0	0	0	2.0	0	13.0	2.0	7.0	0	10.0	0	0
G003574295	0	0	0	0	0	3.0	3.0	0	0	0	0	0	0	2.0	0	0	0	1.0	0	1.0	0	1.0	1.0	4.0	58.0	1.0	197.0	1.0	3.0
G003574395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003574675	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G003575805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003575975	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G003576475	0	0	0	2.0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	1.0	0	0
G003581445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003583985	67.0	66.0	86.0	110.0	101.0	42.0	53.0	14.0	75.0	42.0	42.0	92.0	94.0	41.0	52.0	103.0	53.0	44.0	34.0	54.0	51.0	57.0	63.0	70.0	141.0	51.0	48.0	61.0	75.0
G003584645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003584685	0	0	0	0	2.0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	2.0	0	0	73.0	0	0	0	0	0	24.0	0
G003589745	19.0	69.0	16.0	11.0	2.0	126.0	58.0	2.0	11.0	26.0	1188.0	22.0	28.0	296.0	10.0	43.0	35.0	147.0	11.0	207.0	23.0	190.0	434.0	178.0	117.0	57.0	56.0	20.0	128.0
G003590975	0	0	3.0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	0	1.0	0	1.0
G003594915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003594935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G003595215	20.0	36.0	41.0	40.0	62.0	18.0	15.0	5.0	27.0	16.0	18.0	39.0	45.0	15.0	15.0	42.0	22.0	13.0	14.0	20.0	14.0	21.0	19.0	26.0	70.0	13.0	15.0	22.0	38.0
G003595305	1.0	2.0	6.0	11.0	1.0	3.0	1.0	0	5.0	3.0	5.0	3.0	3.0	1.0	6.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	11.0	1.0	3.0	0	2.0	3.0	3.0
G003595525	3.0	8.0	1.0	1.0	3.0	15.0	7.0	4.0	15.0	30.0	3.0	9.0	8.0	16.0	0	1.0	2.0	1.0	2.0	8.0	23.0	7.0	3.0	5.0	9.0	4.0	14.0	2.0	14.0
G003595605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003596335	10.0	19.0	17.0	18.0	33.0	15.0	8.0	3.0	14.0	5.0	14.0	15.0	26.0	9.0	7.0	18.0	11.0	11.0	6.0	12.0	8.0	9.0	12.0	19.0	36.0	8.0	12.0	11.0	24.0
G003597125	1.0	24.0	0	0	1.0	9.0	0	0	0	1.0	1.0	1.0	8.0	2.0	5.0	2.0	1.0	1.0	1.0	3.0	1.0	3.0	2.0	13.0	30.0	4.0	2.0	1.0	7.0
G003600155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003600645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003600795	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003601975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0
G003602275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003604195	0	0	0	3.0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003604215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003605645	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	0	2.0	4.0	0	5.0	3.0	4.0	0	3.0	1.0	5.0	12.0	1.0	1.0	2.0	2.0	0	10.0
G003606205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003609635	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0
G003609975	2.0	12.0	2.0	1.0	3.0	5.0	5.0	2.0	6.0	23.0	1.0	10.0	5.0	25.0	0	1.0	2.0	0	2.0	9.0	7.0	4.0	4.0	2.0	9.0	3.0	11.0	1.0	14.0
G003610015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003610785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003610905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003610915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G003611455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003611475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003611635	3.0	0	0	0	1.0	5.0	0	0	1.0	1.0	0	2.0	0	3.0	0	1.0	0	1.0	0	1.0	0	3.0	2.0	1.0	2.0	0	2.0	0	7.0
G003611735	11.0	15.0	10.0	8.0	23.0	5.0	8.0	2.0	9.0	8.0	5.0	9.0	19.0	9.0	4.0	11.0	6.0	3.0	6.0	6.0	6.0	7.0	5.0	8.0	34.0	3.0	5.0	8.0	10.0
G003612015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003612055	0	1.0	0	2.0	0	0	1.0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0
G003612125	0	0	0	1.0	0	16.0	0	0	0	0	2.0	0	0	0	3.0	0	1.0	3.0	2.0	1.0	0	4.0	0	0	0	0	1.0	0	14.0
G003612165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003614435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G003614925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003614945	0	4.0	9.0	1.0	0	22.0	2.0	0	2.0	12.0	14.0	2.0	1.0	22.0	0	0	4.0	8.0	0	4.0	4.0	3.0	3.0	4.0	1.0	4.0	7.0	3.0	19.0
G003626515	6424.0	5477.0	1402.0	2046.0	2132.0	4521.0	13932.0	8213.0	16168.0	47666.0	3657.0	18934.0	11895.0	28955.0	137.0	1379.0	1860.0	1465.0	1162.0	1992.0	33448.0	7873.0	2381.0	4262.0	8013.0	6716.0	36293.0	1143.0	14501.0
G003627055	4.0	1.0	0	0	1.0	1.0	0	0	0	1.0	0	1.0	0	5.0	0	0	1.0	0	1.0	1.0	0	0	4.0	0	3.0	0	3.0	2.0	3.0
G003627075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003627095	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0
G003627135	175.0	272.0	67.0	50.0	150.0	619.0	273.0	112.0	507.0	886.0	194.0	303.0	235.0	1792.0	19.0	451.0	102.0	150.0	62.0	760.0	437.0	286.0	1553.0	913.0	775.0	296.0	660.0	151.0	3679.0
G003627155	6068.0	5355.0	1603.0	2276.0	1916.0	4673.0	15181.0	8498.0	18055.0	50540.0	4098.0	20224.0	12994.0	30274.0	146.0	1133.0	1861.0	1509.0	1185.0	2030.0	35774.0	7991.0	2353.0	4108.0	9465.0	6753.0	45036.0	1230.0	14466.0
G003628435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003628755	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	2.0	0	0	0	0	0
G003633525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003633895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003634345	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0
G003634555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003634665	1.0	1.0	0	0	0	2.0	0	0	1.0	1.0	1.0	1.0	0	12.0	0	0	1.0	2.0	0	0	0	3.0	2.0	1.0	0	1.0	2.0	1.0	11.0
G003634775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003634885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003640395	0	0	2.0	35.0	0	0	0	0	8.0	4.0	0	2.0	2.0	0	4.0	0	2.0	0	2.0	0	0	0	6.0	0	10.0	4.0	11.0	0	1.0
G003640645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003640665	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	5.0	0	1.0	0	0	1.0	1.0	0	0	3.0	0	2.0	0	2.0	1.0	2.0
G003641145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003641165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G003641185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003660445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003665435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003666235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G003666605	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	0	0	0	0	3.0	0	0
G003667205	1.0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	2.0	0	1.0	0	0	1.0	0	0	0	1.0	0	2.0	0	2.0	1.0	1.0
G003667225	1.0	0	0	0	0	1.0	0	0	0	1.0	5.0	0	0	4.0	0	1.0	0	0	1.0	1.0	0	1.0	1.0	0	2.0	0	2.0	1.0	1.0
G003667445	7.0	18.0	13.0	8.0	33.0	7.0	3.0	3.0	16.0	9.0	7.0	10.0	32.0	9.0	2.0	10.0	8.0	3.0	4.0	9.0	7.0	4.0	9.0	7.0	40.0	3.0	5.0	7.0	19.0
G003667575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
